Unnamed: 0,tweet_text
1918,the government's steps to adjust the price of fuel oil are appropriate
1919,the government's steps to adjust the price of fuel oil are appropriate
1920,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amidst adjustments in fuel prices
1921,All economists agree that the policy of supporting social fuel oil forms the government's alignment with the people of Papua
1922,information for kito people of Jambi distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid adjustments in fuel prices
1923,The people of Jambi must also understand that the distribution of direct cash assistance and can provide evidence that the government is protecting vulnerable communities amidst adjustments in fuel prices
1924,Fuel subsidies are right on target Vice Chairman of Commission VII DPR RI Maman Abdurrahman urged the government to change the method of open subsidies to closed subsidies so that the fuel subsidies launched by the government can be on target
1925,the government's goal is to adjust the price of fuel oil to overcome subsidies that burden the state's finances lesti denise regi datau bem ui Minyakrasaair Tapanuli Utara
1926,distribution of direct cash assistance and proof of the government's protection of vulnerable communities in the midst of adjusting fuel prices in the city of Jambi
1927,the government made adjustments to fuel oil to contain inflation in north sulawesi
1928,"Adjusting fuel prices, the government continues to protect the people of North Sulawesi"
1929,"Adjusting the price of fuel, the government continues to protect the people from the fluctuations in world oil prices in South Sulawesi"
1930,the government will provide compensation for the adjustment of fuel prices with the South Sulawesi Perlinsos
1931,the government made adjustments to fuel prices to curb inflation in south sulawesi
1932,"The government ensures direct cash assistance for liquid phase fuel oil starting in November, Jambi"
1933,"vice chairman of commission vii DPR RI Maman Abdurrahman saw that there were people who misunderstood the meaning of the increase in subsidized fuel prices, he emphasized that there would be no revocation of subsidies after the government raised the price of fuel oil"
1934,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the price adjustments for fuel oil in Jambi
1935,"The government ensures direct cash assistance for liquid phase fuel oil starting in November, Jambi"
1936,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid adjustments to Papua's fuel prices
1937,the government ensures direct cash assistance for liquid fuel oil starting in November Papua
1938,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid adjustments to Papua's fuel prices
1939,the government ensures direct cash assistance for liquid fuel oil starting in November Papua
1940,"the regulation of fuel oil subsidies is fair, why with the reform of the new subsidy pattern, the government can directly help people in need and of course it cannot be enjoyed by the upper middle class"
1941,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid adjustments to Papua's fuel prices
1942,the government ensures direct cash assistance for liquid fuel oil starting in November Papua
1943,"According to some circles, the government's decision to adjust the price of fuel oil is right because the price of world crude oil continues to fluctuate"
1944,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid adjustments to Papua's fuel prices
1945,the government ensures direct cash assistance for liquid fuel oil starting in November Papua
1946,All economists agree that the social bearing policy of fuel oil forms the government's alignment with the people of West Java
1947,the government made adjustments to fuel oil to contain inflation in north sulawesi
1948,"Adjusting fuel prices, the government continues to protect the people of North Sulawesi"
1949,first turbo this afternoon down rp it's okay if you want to go up or down oppung keep using this fuel oil without expecting government subsidies like the ibn kadrun reactor try to tag the reactor
1950,fuel oil direct cash assistance is an optimal form of the government's alignment with the people of Papua
1951,the government will provide compensation for the price of fuel oil in West Java
1952,"The government says that fuel subsidies are misdirected to the rich, so why when the price of fuel goes up, the poor people suffer like fried food sellers and my mother who sells them at the market?"
1953,fuel oil direct cash assistance is the right solution from the Papuan government
1954,the government will provide compensation for the adjustment of fuel prices with the West Sumatra Perlinsos
1955,fuel price adjustments must be taken by the government in order to contain inflation in Jambi
1956,All economists agree that the fuel-oil social bearing policy is a form of the government's alignment with the people struggling with Maluku
1957,The government made adjustments to the price of fuel oil to contain inflation in West Sumatra
1958,"Adjusting the price of fuel oil, the government continues to protect the people from the fluctuations in world oil prices in West Sumatra"
1959,"Don't give me any information, guys. The government is currently working on reforming subsidized fuel oil. What is the purpose of this so that the distribution of subsidized fuel oil can be channeled on target?"
1960,let's support the adjustment of fuel prices by the government
1961,the adjustment of fuel prices by the government is appropriate
1962,Targeted fuel oil subsidies are currently the focus of the government. Closed direct subsidies are considered by various parties to be the best solution for now so that subsidized fuel oil can be distributed precisely to the less fortunate.
1963,support regulation of subsidized fuel oil fuel price adjustments must also be followed by arrangements or regulations for fair subsidies support all the Indonesian government's efforts so that fuel oil subsidies can be enjoyed by people who are entitled
1964,"All economies agree that the social bearing policy of fuel oil is a form of the government's support for the people of Jokowi, the great Jambi proud"
1965,"the government is asked to pay attention to the allocation of fuel subsidy funds so that it is right on target for fuel subsidies in previous years which were not quite right on target, now reform efforts have been made to realize fuel oil on target"
1966,direct fuel oil cash assistance is carried out by the government to help the poor people of Jambi
1967,"directly reviewing the distribution of direct fuel oil cash assistance, the government intervened in Jambi"
1968,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amidst adjustments in fuel prices
1969,support the government's direct fuel oil cash assistance phase one to achieve percent liquidation of the second phase starting november Jambi
1970,the government diverted fuel subsidies to make it more targeted
1971,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amidst adjustments in fuel prices
1972,We definitely have to support the government's policy regarding the risk of being rich in fuel oil
1973,the price of subsidized fuel oil is currently still far below the economic price the government will definitely always think about the impact of the current price of fuel oil even though the price of pertalite is still the cheapest compared to others
1974,people-based subsidized fuel subsidies will be easier to implement because the government already has integrated data on social welfare
1975,"the government has repeatedly said that subsidies are not on target again, we are using the government's logic if the fuel oil that goes down today is the first to give subsidies to the rich, the government or the action of students, workers, farmers, fishermen, ojol and so on"
1976,All economists agree that the fuel oil social bearing policy is a form of the government's support for the people of Jambi
1977,the government has carefully studied the price adjustments for Jambi fuel oil
1978,the government will provide compensation for fuel price adjustments with Perlinsos
1979,the government's fuel price adjustment continues to protect the people from world oil price fluctuations
1980,"I'm not surprised that BBM, internet, electricity, PDAM and other things are made expensive by the government, private products can be cheap and good, what does this regime mean?"
1981,the government made adjustments to the price of fuel oil to contain inflation
1982,"the adjustment in the price of fuel oil is right, let's support the government's firmness in taking steps together"
1983,PKS urges the government to follow up on complaints that Pertalite fuel oil is more wasteful
1984,All economists agree that the fuel-oil social bearing policy is a form of the government's partiality for the people of Central Sulawesi
1985,All economists agree that the fuel-oil social bearing policy is a form of the government's partiality for the people of Central Sulawesi
1986,The government made adjustments to the price of fuel oil to contain inflation. This policy was right on target in West Sumatra
1987,The government made adjustments to the price of fuel oil to contain inflation. This policy was right on target in West Sumatra
1988,The government made adjustments to the price of fuel oil to contain inflation. This policy was right on target in West Sumatra
1989,The government made adjustments to the price of fuel oil to contain inflation. This policy was right on target in West Sumatra
1990,The government made adjustments to the price of fuel oil to contain inflation. This policy was right on target in West Sumatra
1991,The government made adjustments to the price of fuel oil to restrain Papuan inflation
1992,the adjustment in the price of subsidized fuel oil is rightly carried out by the Papuan government
1993,The government is able to maintain the economy amid the adjustments in Papua's fuel prices
1994,according to him this is a quick and appropriate step taken by the government in overcoming the impact of rising fuel prices
1995,The government made adjustments to the price of fuel oil to contain inflation. This policy was right on target in West Sumatra
1996,The government made adjustments to the price of fuel oil to contain inflation. This policy was right on target in West Sumatra
1997,The government made adjustments to the price of fuel oil to restrain Papuan inflation
1998,the adjustment in the price of subsidized fuel oil is rightly carried out by the Papuan government
1999,The government is able to maintain the economy amid the adjustments in Papua's fuel prices
2000,The government made adjustments to the price of fuel oil to contain inflation. This policy was right on target in West Sumatra
2001,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid fuel price adjustments struggling with Maluku
2002,The government made adjustments to the price of fuel oil to restrain Papuan inflation
2003,the adjustment in the price of subsidized fuel oil is rightly carried out by the Papuan government
2004,The government is able to maintain the economy amid the adjustments in Papua's fuel prices
2005,social bearing fuel oil forms from the government caring for the people of aceh to support jokowi
2006,The fuel oil social bearing policy is a form of the government's alignment with the people of North Sumatra
2007,the government continues to protect the people from fluctuations in world oil prices by adjusting the price of aceh fuel oil
2008,The government has distributed direct fuel oil cash assistance to people in need in South Sumatra
2009,The government made adjustments to the price of fuel oil to restrain Papuan inflation
2010,the adjustment in the price of subsidized fuel oil is rightly carried out by the Papuan government
2011,The government is able to maintain the economy amid the adjustments in Papua's fuel prices
2012,The government made adjustments to fuel prices to curb inflation in Maluku
2013,"Jambi fully supports the adjustment of fuel prices for the development of education, health and government infrastructure to provide social protection"
2014,The government has been aggressively distributing direct fuel cash assistance or direct fuel oil cash assistance to the people of North Sumatra who support it
2015,The government has been aggressively distributing direct fuel cash assistance or direct fuel oil cash assistance to the people of North Sumatra who support it
2016,the government's policy of diverting fuel subsidies to direct cash assistance is the government's commitment to realizing the use of the budget that is right on target
2017,"Bhabinkamtibmas personnel from the Medan Kota Police, An Bripka Rully, monitored gas stations located at Jl. Merbabu, Medan, in relation to the increase in subsidized fuel prices raised by the government in anticipation of long queues"
2018,let's support the regulation of subsidized fuel oil deputy chairman of commission VII DPR Ri Maman Abdurrahman encourages the government to change the method of open subsidies to closed subsidies so that the fuel subsidies launched by the government can be right on target
2019,information from bali that the government will provide compensation for fuel price adjustments with Perlinsos
2020,"Thank you, the government has distributed direct fuel oil cash assistance to people who need Bali"
2021,information bali the government made adjustments to the price of fuel oil to contain inflation
2022,thanks to the special regional government of yogyakarta for direct cash assistance yogyakarta fuel oil
2023,"On Friday, September, Tanjung Beringin police personnel carried out activities following the government's announcement of an increase in the price of fuel oil"
2024,adjusting the price of fuel oil the government continues to protect the people of Jambi
2025,The fuel oil social bearing policy is a form of the government's alignment with the people of Gorontalo
2026,"adjustments to fuel prices, the government will provide compensation with Perlinsos Jambi"
2027,"the government has started to distribute direct fuel oil cash assistance to the community. With this assistance, the community's economy has greatly helped Jambi to support it"
2028,"Even though the government has made adjustments to the price of fuel oil, it will still protect the people from the fluctuations in the world oil price in Banten"
2029,the government made adjustments to the price of fuel oil to contain inflation in Jambi
2030,Medan City Police Samapta unit personnel monitor petrol stations around Medan Kota Subdistrict and Medan Maimun District for rising fuel prices that have been determined by the government in the jurisdiction of the Medan City Police
2031,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid adjustments to the price of West Nusa Tenggara fuel oil
2032,Adjusting fuel prices is the government's move to avoid the negative impact of the state budget crisis
2033,Adjusting fuel prices is the government's move to avoid the negative impact of the state budget crisis
2034,Adjusting fuel prices is the government's move to avoid the negative impact of the state budget crisis
2035,Adjusting fuel prices is the government's move to avoid the negative impact of the state budget crisis
2036,Adjusting fuel prices is the government's move to avoid the negative impact of the state budget crisis
2037,Adjusting fuel prices is the government's move to avoid the negative impact of the state budget crisis
2038,Adjusting fuel prices is the government's move to avoid the negative impact of the state budget crisis
2039,All economists agree that the policy of supporting social fuel oil is a form of the government's support for the people of Central Java
2040,Adjusting fuel prices is the government's move to avoid the negative impact of the state budget crisis
2041,The government is currently preparing a strategy for channeling direct fuel oil cash assistance to the people of Jambi to support it
2042,distribution of direct fuel oil cash assistance is evidence that the government protects the community amidst adjustments to the price of fuel oil in West Sumatra
2043,Adjusting fuel prices is the government's move to avoid the negative impact of the state budget crisis
2044,Adjusting fuel prices is the government's move to avoid the negative impact of the state budget crisis
2045,Adjusting fuel prices is the government's move to avoid the negative impact of the state budget crisis
2046,Adjusting fuel prices is the government's move to avoid the negative impact of the state budget crisis
2047,Adjusting fuel prices is the government's move to avoid the negative impact of the state budget crisis
2048,Adjusting fuel prices is the government's move to avoid the negative impact of the state budget crisis
2049,the government has carefully studied the adjustment of fuel prices
2050,Adjusting fuel prices is the government's move to avoid the negative impact of the state budget crisis
2051,Adjusting fuel prices is the government's move to avoid the negative impact of the state budget crisis
2052,"steady, the government still cares about the people of the special region of Yogyakarta, the price of fuel oil in Yogyakarta"
2053,The government ensures that direct fuel oil cash assistance targets West Sumatra
2054,The policy of bearing social fuel oil forms the government's alignment with the people of West Papua in October
2055,"With the price adjustment of fuel oil, the government will continue to protect the people, Mr Joko, the special region of Yogyakarta, the price of fuel oil in Yogyakarta"
2056,aceh news direct fuel oil cash assistance is proof of the government's concern for the community in the midst of adjusting the price of fuel oil
2057,"The government made adjustments to the price of fuel oil to contain inflation in the special region of Yogyakarta, the price of fuel oil in Yogyakarta"
2058,update aceh direct fuel oil cash assistance is proof of the government's concern for the community in the midst of adjusting fuel prices
2059,the government's policy towards direct cash assistance for Jambi fuel oil has been steady
2060,the majority supports and agrees with the social bearing policy of fuel oil as a form of the government's alignment with the people of Aceh
2061,"Adjusting the price of fuel oil, the government continues to protect the people from the fluctuations in world oil prices in Central Java"
2062,"adjustments to fuel prices, the government will provide compensation with the Central Java Perlinsos"
2063,the government made adjustments to the price of fuel oil to suppress inflation in Central Java
2064,the social bearing policy of fuel oil forms the government's alignment with the people of the Bangka Belitung Islands
2065,"Aceh News Indonesian people, especially those in Aceh, strongly support the government's move to adjust fuel prices"
2066,Berita Aceh The government will provide compensation for adjusting the price of fuel oil
2067,update aceh Indonesian people especially in aceh are very supportive of the government's move to adjust the price of fuel oil
2068,update aceh the government will provide compensation for adjusting the price of fuel oil
2069,the distribution of direct cash assistance and BSU is proof of the government's concern for protecting vulnerable communities amid the adjustment in West Java fuel prices
2070,distribution of direct cash assistance and BSU evidence that the government is protecting vulnerable communities amid adjustments to the price of fuel oil in Central Java
2071,evidence of the government protecting vulnerable communities in the midst of adjusting the price of our Jambi fuel oil
2072,the government provides direct fuel oil cash assistance to underprivileged residents. aceh supports direct cash assistance
2073,fuel oil direct cash assistance helps the people let's support East Nusa Tenggara support the government in the direct fuel cash assistance program
2074,support the adjustment in fuel prices taken by the government to contain West Papua's inflation
2075,"the government continues to speed up the distribution of direct fuel cash assistance to the special region of Yogyakarta, direct fuel oil cash assistance to Yogyakarta"
2076,"The government made an adjustment to the price of fuel oil to contain inflation, the people of Sulawesi are supporting the policy of adjusting the price of fuel oil"
2077,the government will provide compensation to the people of Sulawesi while supporting the fuel price adjustment policy
2078,"the government made adjustments to the price of fuel oil to contain inflation, I support it, West Java"
2079,bhabinkamtibmas activities of the Kuala Sector Police carried out socialization to the members of the village community they were assisted in anticipating the government's reaction to rising fuel prices by adjusting world oil prices and it was hoped that all members of the community
2080,the government provides direct cash assistance fuel oil
2081,"direct oil fuel cash assistance has been launched by the government, congratulations to those who receive it, hopefully it will be useful, especially in the special area of ​​yogyakarta, yogyakarta fuel oil direct cash assistance"
2082,the government accelerates the distribution of direct fuel oil cash assistance to people in the special region of Yogyakarta direct fuel oil cash assistance yogyakarta
2083,"The government made an adjustment to the price of fuel oil to contain inflation, the people of Sulawesi are supporting the policy of adjusting the price of fuel oil"
2084,the government will provide compensation to the people of Sulawesi while supporting the fuel price adjustment policy
2085,government fuel price adjustment continues to protect the people
2086,the government made adjustments to the price of fuel oil to contain inflation
2087,the government accelerates the distribution of direct fuel oil cash assistance to people in the special region of Yogyakarta direct fuel oil cash assistance yogyakarta
2088,"The government is good, yes, when other gas stations prices go up, even Ron has fallen, eh, Pertalite, which Ron can care about the people, is very small by holding down fuel prices"
2089,support the government to adjust the price of fuel oil in West Sumatra
2090,"The government made an adjustment to the price of fuel oil to contain inflation, the people of Sulawesi are supporting the policy of adjusting the price of fuel oil"
2091,the government will provide compensation to the people of Sulawesi while supporting the fuel price adjustment policy
2092,distribution of direct cash assistance dsn bsu evidence that the government protects the people of the special region of yogyakarta direct cash assistance fuel oil yogyakarta
2093,The fuel oil social bearing policy is a form of the government's alignment with the people of the Riau Islands
2094,the government has accelerated the distribution of direct fuel oil cash assistance to the people of North Sumatra North Sumatra
2095,the government ensures that direct fuel oil cash assistance is right on target in West Java
2096,the government continues to maintain aceh's economy supporting fuel price adjustments
2097,"The government has confirmed that the second phase of direct cash assistance for fuel oil will be liquid starting in November, Suara Bali"
2098,the government has accelerated the distribution of direct fuel oil cash assistance to the people of North Sumatra
2099,"Has the reduction in the stunting rate been successful, the government has succeeded in overcoming it even though the root cause of stunting is the large number of poor people, while when fuel oil rises the purchasing power of the high school community decreases the fate of generations"
2100,the government has accelerated the distribution of direct fuel oil cash assistance to the people of North Sumatra
2101,distribution of direct cash assistance and proof of the government's protection of vulnerable communities in the midst of price adjustments to the sound of Bali fuel oil
2102,the government has accelerated the distribution of direct fuel oil cash assistance to the people of North Sumatra North Sumatra
2103,Adjustment of fuel prices The government will provide the Aceh Perlinsos to support the adjustment of fuel prices
2104,the government has accelerated the distribution of direct fuel oil cash assistance to the people of North Sumatra North Sumatra
2105,The people of Medan City support the government in adjusting fuel prices for subsidies that are right on target for North Sumatra
2106,"I want to see the government's analysis regarding the transfer of official vehicles from fuel-based engines to electric, slurr information"
2107,"The government made an adjustment to the price of fuel oil to contain inflation, the people of Sulawesi are supporting the policy of adjusting the price of fuel oil"
2108,the government will provide compensation to the people of Sulawesi while supporting the fuel price adjustment policy
2109,The people of Medan City support the government in adjusting fuel prices for subsidies that are right on target for North Sumatra
2110,The transfer of fuel subsidies is the last option taken by the special regional government of Yogyakarta
2111,"The government made an adjustment to the price of fuel oil to contain inflation, the people of Sulawesi are supporting the policy of adjusting the price of fuel oil"
2112,the government will provide compensation to the people of Sulawesi while supporting the fuel price adjustment policy
2113,The transfer of fuel subsidies is the last option taken by the special regional government of Yogyakarta
2114,The government made adjustments to the price of fuel oil to contain inflation in Bali
2115,"adjustments to fuel prices, the government will provide compensation with the Bali Perlinsos"
2116,"The government made an adjustment to the price of fuel oil to contain inflation, the people of Sulawesi are supporting the policy of adjusting the price of fuel oil"
2117,"the government's move to provide direct fuel oil cash assistance has greatly eased the burden on the poor, Jambi cash direct assistance is right on target"
2118,"adjustments to the price of fuel oil, the government will provide compensation with the West Java Perlinsos"
2119,"adjustments to the price of fuel oil, the government will provide compensation with the West Java Perlinsos"
2120,"adjustments to the price of fuel oil, the government will provide compensation with the West Java Perlinsos"
2121,"adjustments to the price of fuel oil, the government will provide compensation with the West Java Perlinsos"
2122,PLT fuel oil is a form of the government's seriousness in handling the economy of the people of the Bangka Belitung Islands
2123,the government distributes appropriate subsidies that are right on target with direct cash assistance for Bangka Belitung Islands fuel
2124,"The government is of course very concerned about the people of the Special Region of Yogyakarta, the price of fuel oil in Yogyakarta"
2125,"adjustments to the price of fuel oil, the government will provide compensation with the West Java Perlinsos"
2126,"direct cash assistance is proof that the government protects the community amidst adjustments in fuel prices, Jambi cash direct assistance is right on target"
2127,"adjustments to fuel prices, the government will provide compensation with the Maluku Perlinsos moving forward"
2128,support direct fuel oil cash assistance as a form of government concern for the economically weak community of the Bangka Belitung Islands
2129,Direct cash assistance from fuel oil is carried out by the government to help the poor people of the Bangka Belitung Islands
2130,we are required to understand whether the government has been observant in informing the public about the cycle that has occurred
2131,The government made adjustments to fuel prices to keep Maluku's inflation from progressing
2132,"thank God, finally the government has started distributing direct fuel oil cash assistance to all regions in Indonesia, support the distribution of direct cash assistance, North Sumatra"
2133,The government provides compensation with the Social Security Administration for the Special Region of Yogyakarta for the price of Yogyakarta fuel oil
2134,"support the government's policy of adjusting the price of fuel for the special region of Yogyakarta, the price of fuel for Yogyakarta"
2135,"In response to the government's discourse that it will adjust the price of fuel oil, the Batunadua Police personnel carry out dialogic patrols as well as monitor the availability of fuel oil stocks at a number of gas stations in the jurisdiction of the Batunadua Police on Friday"
2136,"Bangka Belitung Archipelago Due to world oil price fluctuations, the government's fuel price adjustments are correct"
2137,"Bangka Belitung Islands, the government has been right in adjusting the price of fuel oil"
2138,don't let the fuel subsidies given by the government to low-income people actually enjoy the rich people of the Bangka Belitung Islands
2139,"Bangka Belitung Islands, the government cares about the people, the adjustment of fuel prices is correct"
2140,The government has made adjustments to the price of subsidized fuel oil to increase the purchasing power of the people of the Bangka Belitung Islands
2141,"In order to hold stable inflation, the Jambi government supports the adjustment of fuel oil"
2142,"We believe in what the government has done for the welfare of the people of Indonesia, Jambi, to support the adjustment of fuel oil"
2143,"the increase in fuel oil is still the amount that is borne by the government, the rest is diverted to social assistance and Pancasila BLT"
2144,the government's goal is to adjust the price of fuel oil to overcome subsidies that burden the Pancasila state finances
2145,support the distribution of direct cash assistance fuel oil South Sumatra government appreciation
2146,"the government made adjustments to the price of fuel oil to contain inflation, Jambi supported the adjustment of fuel oil"
2147,great thanks Jambi government for supporting the adjustment of fuel oil
2148,support the adjustment of fuel prices by the government of Jambi
2149,fuel oil direct cash assistance helps the people of South Sumatra government appreciation
2150,support the distribution of direct cash assistance fuel oil South Sumatra government appreciation
2151,fuel oil direct cash assistance helps the people of South Sumatra government appreciation
2152,support the government in adjusting subsidized fuel prices for subsidies that are evenly distributed in North Sumatra
2153,support the government in adjusting subsidized fuel prices for subsidies that are evenly distributed in North Sumatra
2154,support the distribution of direct cash assistance fuel oil South Sumatra government appreciation
2155,fuel oil direct cash assistance helps the people of South Sumatra government appreciation
2156,"adjusting fuel prices, the government will continue to protect the people from world oil price fluctuations, said Central Java"
2157,"the price of subsidized fuel oil is right, it needs to adjust government policies, it is right, North Sumatra"
2158,"adjustments to fuel prices, the government will provide compensation with the Social Security Administration said Central Java"
2159,"the government made adjustments to the price of fuel oil to contain inflation, said Central Java"
2160,"the increase in fuel oil is still the amount that is borne by the government, the rest is diverted to social assistance and Pancasila BLT"
2161,the government's goal is to adjust the price of fuel oil to overcome subsidies that burden the Pancasila state finances
2162,"an evaluation of the adjustment to the price of subsidized fuel oil is carried out so that the resilience of the state budget remains safe, the government's policy is right in North Sumatra"
2163,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2164,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2165,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2166,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2167,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2168,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2169,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2170,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2171,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2172,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2173,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2174,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2175,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2176,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2177,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2178,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2179,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2180,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2181,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2182,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2183,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2184,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2185,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2186,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2187,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2188,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2189,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2190,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2191,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2192,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2193,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2194,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2195,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2196,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments
2197,support fuel price adjustments The government made fuel price adjustments to contain inflation
2198,support fuel price adjustments The government made fuel price adjustments to contain inflation
2199,support fuel price adjustments The government made fuel price adjustments to contain inflation
2200,support the adjustment of fuel prices by the government of Jambi
2201,"the disbursement of direct fuel oil cash assistance stage to will soon be realized, thanks to the Jambi government"
2202,the government ensures that the distribution of direct fuel oil and BSU cash assistance is right on target so that it can help the vulnerable people of Jambi
2203,"to increase people's purchasing power, the government diverted fuel subsidies into social assistance funds in this way, the distribution of subsidies would be more targeted because they were directly received by vulnerable groups of the poor"
2204,The government made adjustments to the price of fuel oil to contain inflation in West Java
2205,"the distribution of direct cash assistance from fuel oil is almost evenly distributed, let's support the government in distributing direct cash assistance to fuel oil, Jambi"
2206,"Phase 1 cash assistance for fuel oil will be disbursed soon, thanks to the Jambi government"
2207,"Even though the price adjustment for fuel oil, the government will provide compensation with the West Java Perlinsos"
2208,"Adjusting the price of fuel oil, the government continues to protect the people from the fluctuations in world oil prices in West Java"
2209,"adjustments to the price of fuel oil, the government will provide compensation with the West Java Perlinsos"
2210,The fuel oil social bearing policy is a form of the government's alignment with the people of North Maluku
2211,the government will provide compensation due to the adjustment in the price of fuel oil in North Sumatra
2212,The government made adjustments to the price of fuel oil to contain inflation in West Java
2213,"the distribution of direct cash assistance is proof that the government protects vulnerable communities in the special region of Yogyakarta, direct cash assistance from fuel oil in Yogyakarta"
2214,the government ensures that direct fuel oil cash assistance is right on target
2215,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amidst adjustments in fuel prices
2216,distribution of direct fuel cash assistance is the government's commitment to realize the use of targeted subsidies to support the distribution of direct cash assistance in North Sumatra
2217,Adjusting the price of fuel oil is the government's effort to continue to protect the people from the fluctuations in world oil prices in the Riau Islands
2218,the government's policy of channeling direct fuel oil cash assistance was welcomed positively by the public. Support the distribution of direct cash assistance in North Sumatra
2219,"the government ensures that direct fuel oil cash assistance is right on target for the people of Indonesia, support social assistance for direct oil fuel cash assistance because it is right on target West Sumatra"
2220,thank you government for distributing direct fuel cash assistance this is proof the government cares about the people supporting the distribution of direct cash assistance north sumatra
2221,the government will provide compensation for the adjustment of fuel prices with the Riau Islands Perlinsos
2222,the government cares about the people by providing direct cash assistance to fuel oil in the Riau Islands
2223,The government made adjustments to the price of fuel oil to contain inflation in the Riau Islands
2224,Adjustment of fuel prices is the government's effort to protect the people from inflation in the Riau Islands
2225,"Thank you, the government has provided direct cash assistance with liquid fuel, the people are happy in West Java"
2226,the government's fuel price adjustment protects the people from world oil price fluctuations
2227,president jokowi is great proof of the government's commitment to helping underprivileged communities through direct cash assistance from fuel oil in the Bangka Belitung Islands
2228,the government's concern for the community is seen through direct cash assistance from fuel oil in the Bangka Belitung Islands
2229,"adjustment of fuel prices, the government will provide compensation with Perlinsos"
2230,the government made adjustments to the price of fuel oil to contain inflation
2231,East Nusa Tenggara wants the government to continue to oversee the distribution of direct fuel oil cash assistance to be right on target
2232,distribution of fuel oil direct cash assistance is the government's commitment to maintain the purchasing power of the less fortunate in the Bangka Belitung Islands
2233,the government will provide compensation for adjustments to the price of Bali fuel
2234,thank you government for distributing direct fuel cash assistance this is proof the government cares about the people supporting the distribution of direct cash assistance north sumatra
