,Unnamed: 0,tweet_text,text,polarity,sentimen
1689,1689,Daftar harga BBM Terbaru 1 Oktober  2022  Sulawesi Tengah Dukung Langkah Pemerintah #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/VxXOx9Xuc1,new fuel price list for October Central Sulawesi supports step orders,0.06818181818181818,positif
1690,1690,Pemerintah percepat penyaluran BLT BBM #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/iRSmhsGgSy,fast command channel blt bbm,0.2,positif
1698,1698,Warga Sumatera Utara sangat mendukung kebijakan pemerintah melakukan penyesuaian harga BBM  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/Epdh7vwSSa,The people of North Sumatra really support the wise order to act according to fuel prices,0.44999999999999996,positif
1699,1699,Pemerintah Jokowi Percepat Penyaluran BBM Kepada Masyarakat. . . #IndonesiaHebat https://t.co/1icnoZpVxB,Jokowi's order to quickly distribute fuel to the public,0.16666666666666666,positif
1700,1700,Penyesuaian harga BBM adalah alternatif pemerintah selamatkan APBN -Nusa Tenggara Timur- #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/oV4R9KJ2hf,"According to the price of fuel, this is an alternative to the East Nusa Tenggara State Budget safe command",0.5,positif
1702,1702,Pemerintah Jokowi percepat penyaluran BLT BBM kepada masyarakat  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan Kepulauan Riau https://t.co/Kmr6htSlKA,Jokowi's order to quickly distribute BLT fuel to the people of Riau Island,0.3333333333333333,positif
1705,1705,"Penyesuaian harga subsidi BBM di Sumatera Utara untuk mewujudkan asas keadilan, jangan sampai subsidi untuk rakyat kecil dinikmati orang kaya. Anggaran subsidi akan dialihkan Pemerintah ke Bansos, mari kita dukung.. #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/N7ZTsSHJdQ","according to the price of fuel subsidies in North Sumatra to realize the principle of fairness, don't let subsidies go to the poor, favor the rich, budget subsidies will transfer orders to social assistance, let's support them",0.00277777777777777,positif
1707,1707,"Subsidi BBM Hanya Untuk Masyarakat Yang Kurang Mampu, Mahasiswa Harus Menjadi Pintar!!! Sumatera Selatan Mendukung Kebijakan Pemerintah!!  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/XC3l5Kv1Qj",Fuel subsidies are only for people who are less fortunate. Students must be smart. South Sumatra supports wise orders,0.22952380952380952,positif
1713,1713,"Masyarakat Kota Jambi jangan mau ketinggalan berita ini, Semua Ekonom setuju kebijakan bantuan sosial BBM bentuk keberpihakan pemerintah pada Rakyat  #JokowiHebat #JokowiPresidenku #JokowiBapakInfrastruktur #PembangunanUntukRakyat #PresidenJokowi https://t.co/0biPLTCIPf","The people of the city of Jambi don't want to stay on this news. All economists are wisely aiming to help socially, fuel, form an order for the people",0.36666666666666664,positif
1716,1716,Pemerintah melakukan penyesuaian harga BBM justru berikan dampak positif pada perekonomian indonesia  Dukung penyesuaian harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Sumatera Utara https://t.co/Adiw9zXXec,"Orders to act according to fuel prices, fish actually have a positive impact on the Indonesian economy, support North Sumatra's fuel prices",0.11363636363636363,positif
1719,1719,pemerintah Jokowi percepat penyaluran BLT BBM kepada masyarakat.  Maluku Utara  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/fEfTUcXKPh,Jokowi's order quickly distributed BLT BBM to the people of North Maluku,0.3333333333333333,positif
1720,1720,"Warga Jambi Turut Mendukung kinerja pemerintah, Semua Ekonom setuju kebijakan bantuan sosial BBM bentuk keberpihakan pemerintah pada Rakyat  #JokowiHebat #JokowiPresidenku #JokowiBapakInfrastruktur #PembangunanUntukRakyat #PresidenJokowi https://t.co/ZXYAXhwDXh","Jambi residents also support the government's work, all economists aim to wisely help social fuel, form government agencies for the people",0.36666666666666664,positif
1721,1721,"Kebijakan Pemerintah sudah tepat untuk menyesuaikan Harga BBM subsidi, kita sebagai masyarakat Sumatera Utara yang baik, harus mendukung kebijakan tersebut.. #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/wRRNr88cWp","wise the order is right according to the price of our subsidized fuel, like the good people of North Sumatra, we must support it, wisely say",0.5964285714285713,positif
1722,1722,Pemerintah melakukan penyesuaian harga BBM agar penggunaan subsidi itu jadi lebih tepat sasaran  Dukung penyesuaian harga BBM #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran Sumatera Utara https://t.co/824PGIssYZ,the order is carried out according to the price of fuel so that the use of the subsidy is more precisely targeted to support according to the fuel price of North Sumatra,0.45,positif
1723,1723,Kami warga Sumatera Utara mendukung penuh kebijakan Pemerintah mengalihkan Anggaran Subsidi BBM ke Bansos.. Semua demi penyaluran subsidi yang tepat sasaran dan antisipasi gejolak minyak dunia..!! #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaranl https://t.co/aPhzYNfn5P,"We, the people of North Sumatra, fully support the wise order to transfer the budget for fuel subsidies to social assistance, all for the sake of channeling subsidies that are right on target and in anticipation of world oil turmoil",0.33968253968253964,positif
1725,1725,"Seluruh masyarakat Sumatera Utara mendukung Pemerintah untuk menyesuaikan harga BBM dunia, agar alokasi subsidi bisa lebih tepat sasaran. #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/4R3VmdgjWn",the entire people of North Sumatra support the order to comply with world fuel prices so that the allocation of subsidies can be more targeted,0.25,positif
1741,1741,Mari kita dukunh Penyesuaian Harga BBM yang dilakukan pemerintah agar anggaran Subsidi dialihkan untuk sektor yanglebih bermanfaat #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/YLvRacITJE,"let's quack according to the fuel prices that are being sold, the order is to budget transfer subsidies for sectors that are more beneficial",0.5,positif
1742,1742,--- Info Untuk Kito Rakyat Jambi ---  Semua Ekonom setuju kebijakan bantuan sosial BBM bentuk keberpihakan pemerintah pada Rakyat  #JokowiHebat #JokowiPresidenku #JokowiBapakInfrastruktur #PembangunanUntukRakyat #PresidenJokowi https://t.co/OTxOH3hw3m,"info for us, the people of Jambi, all economists aim wisely to help socially, fuel, form an order party to the people",0.36666666666666664,positif
1746,1746,Penyesuaian harga BBM merupakan langkah yang tepat oleh pemerintah dalam menghidnari krisis APBN  Jambi  #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/rpnDcjwuW5,"According to the price of fuel, the right steps are taken by the order to avoid the Jambi state budget crisis",0.2857142857142857,positif
1755,1755,Dukung pemerintah wujudkan keadilan Penyesuaian harga BBM sangat tepat #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/FtBwuLknkY,support the order of being fair according to the price of fuel is very appropriate,0.675,positif
1757,1757,Kito Wargo Jambi Harus Tau Ini Ã°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ  Semua Ekonom setuju kebijakan bantuan sosial BBM bentuk keberpihakan pemerintah pada Rakyat  #JokowiHebat #JokowiPresidenku #JokowiBapakInfrastruktur #PembangunanUntukRakyat #PresidenJokowi https://t.co/GEvoBFuCMp,"We must know that all economists are wisely aiming to help socially, fuel, form an order for the people",0.36666666666666664,positif
1758,1758,"Tak usah lah kita ribut2 demo tolak kenaikan BBM, pemerintah melakukan penyesuaian harga BBM agar subsidi tepat sasaran untuk masyarakat kurang mampu. https://t.co/9AAP3LHGER",we don't need to make a fuss about demonstrations refusing to increase fuel orders to behave according to fuel prices so that subsidies are right on target for the less fortunate,0.17301587301587304,positif
1759,1759,Penyesuaian harga BBM merupakan upaya pemerintah agar subsidi BBM lebih tepat sasaran untuk masyarakat kurang mampu  Pemerintah berkomitmen agar penggunaan subsidi yang merupakan uang rakyat harus tepat sasaran. Subsidi harus lebih menguntungkan masyarakat yang kurang mampu. https://t.co/0JfYIFzM4F,"According to the price of fuel, the way of the effort is to order that the fuel subsidy is more precisely targeted for underprivileged people. The order is a commitment so that using subsidies that are in the form of people's money, it must be right on target, the subsidy must be more profitable for the less fortunate.",0.3198412698412698,positif
1760,1760,"BLT sudah tepat sasaran, Masyarakat Kalimantan Utara berterimakasih atas bantuan BLT dari Penyesuaian harga BBM dari pemerintah. #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/VerLMbTjpL","BLT is right on target, the people of North Kalimantan are grateful for BLT's help according to the fuel price of the order",0.2857142857142857,positif
1777,1777,Penyesuaian harga BBM sudah tepat Masyarakat Papua Barat sangat mendukung pemerintah #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/1ms5yg6C6m,"According to the price of fuel, it is right, the people of West Papua really support the order",0.24285714285714285,positif
1782,1782,Kebijakan pemerintah mengalihkan subsidi BBM ke BLT benar-benar sangat membantu perekonomian masyarakat.  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran https://t.co/7rFlxzyCJa,wise the order to transfer fuel subsidies to blt really really helps the people's economy,0.44999999999999996,positif
1783,1783,Pemerintah Mempercepat Penyaluran BLT BBM Kepada Masyarakat..  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran https://t.co/mDIEJFCuXd,quick command to distribute blt bbm to the community,0.3333333333333333,positif
1784,1784,Masyarakat Papua Barat Mendukung Pemerintah Percepat Penyaluran BLT BBM Kepada Masyarakat.  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran https://t.co/xdHW0z4nre,The people of West Papua support the order to quickly distribute BLT fuel to the community,0.3333333333333333,positif
1794,1794,"Pemerintah Mempercepat Penyaluran BLT BBM Kepada Masyarakat. #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran Papua Barat, 2 Oktober 2022 https://t.co/y7OMRUAAHU",quick order to distribute blt fuel to the people of West Papua in October,0.3333333333333333,positif
1801,1801,"AYO BANTU KURANGI SUBSIDI PEMERINTAH....kita BELI VIVO, SHELL , BP aja yah yang NON SUBSIDI ?Ã°ÂÂÂ  https://t.co/oR34YQRfiR  Harga beberapa jenis BBM Pertamina, Shell, BP dan VIVO kompak turun. Per hari Sabtu, 1 Oktober 2022, harga baru BBM terpampang di masing-masing SPBU.","let's help with less subsidy orders, let's just buy vivo shell, BP.",-0.16666666666666666,negatif
1802,1802,"Pemerintah telah menaikkan harga bahan bakar minyak (BBM) bersubsidi solar, pertalite dan juga non subsidi pertamax sejak awal September. https://t.co/z0qDKhnHuM",orders have increased the price of subsidized fuel oil pertalite diesel fuel and also non-subsidized Pertamax since early September,0.1,positif
1816,1816,"Pemerintah Kabupaten Teluk Wondama, Papua Barat mengalokasikan anggaran sebesar Rp2,7 miliar dalam Perubahan APBD 2022 untuk belanja perlindungan sosial dalam rangka penanganan inflasi daerah pascapenyesuaian harga BBM bersubsidi. #DOBHarapanKesejahteraan #LawanOPM https://t.co/b68EbRFo0k","Teluk Wondama District Order, West Papua, a large budget allocation of Rp.",0.21428571428571427,positif
1817,1817,Pemerintah masih tanggung subsidi BBM #PerkuatEkonomiNasional https://t.co/VIeIOJkCA7,orders are still responsible for fuel subsidies,0.2,positif
1819,1819,Dimana2 kalok BBM Mahal rakyatnya pasti nyalahin pemerintah https://t.co/OsvK5HjBcd,"where if fuel is expensive, the people will definitely violate orders",-0.25,negatif
1820,1820,"Dahulu Banyak Yg Mengkritik Pemerintah Menaikkan BBM Tengah Malam, Sekarang Sdh tdk Lagi, Pemerintah Sekarang sdh Menaikkan Siang Hari...Trims Pemerintah dan PDI... Berkat Kalian Hidup Kami Penuh PERJUANGAN #cebongerDungu Senggol donkÃ°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂDungu Akut","Previously, there were many who criticized the order to ride BBM in the middle of the night, now there are no more orders, now I have gone up during the day, thanks for the orders and PDI, thanks to you, our life is full of struggle, don't be stupid, acute",0.07037037037037037,positif
1821,1821,"pemerintah sangat memperhatikan dapak penyesuaiann subsidi BBM terhadap perekonomin, maka dari itu selain memberikan BLT, pemerintah juga menyalurkan BSU untuk pekerja/ buruh korban PHK. https://t.co/ylGNWbnQxS","orders are very concerned about the impact of adjusting fuel subsidies to the economy, therefore apart from giving BLT orders, BSU can also be distributed for the work of workers who are victims of layoffs",0.2,positif
1822,1822,"Mending anarki nya sama pemerintah, dari pada sama club bola. Bbm naik kayaya lebih sulit di terima dari pada cuma kalah bola sama rival, yang sebenernya ga ada efek nya sama kehidupan. https://t.co/yRsvi2M8Ca","it's better if the anarchy is the same as the command rather than the ball club, fuel fuel goes up, I think it's more difficult to accept than just losing the ball to a rival, which actually doesn't have any effect on life",0.1,positif
1823,1823,Biar ga rugi dg adanya subsidi ada baiknya kita ringankan beban Pemerintah agar Tdk mensubsidi dg kita beli BBM di SPBU SWASTA.,"So that there's no loss with subsidies, it's good that we lighten the burden of orders so we don't subsidize by buying fuel at private gas stations",0.35,positif
1825,1825,Pemerintah pastikan BLT BBM tepat sasaran  Kalimantan Tengah #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/kUBeRpWpmc,the exact order of blt bbm is right on target in Central Kalimantan,0.17857142857142858,positif
1826,1826,Penyaluran BLT dan bsu bukti pemerintah lindungi masyarakat rentan di tengah penyesuaian BBM - Maluku Maju - #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/mLkgq5TKGb,channel blt and bsu evidence of an order to protect vulnerable communities in the middle according to bbm shame forward,-0.25,negatif
1827,1827,"Dukung pemerintah menyesuaikan harga BBM bersubsidi  Kalimantan Tengah #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran @ Palangkaraya, Kota Cantik, Kalteng. https://t.co/mIchYwKTjy","support orders according to subsidized fuel prices in Central Kalimantan, Palangkaraya, the beautiful city of Central Kalimantan",0.2833333333333333,positif
1830,1830,Kebijakan Bansos BBM Bentuk Keberpihakan Pemerintah Pada Rakyat   Kalimantan tengah #JokowiHebat #JokowiPresidenku #JokowiBapakInfrastruktur #PembangunanUntukRakyat #PresidenJokowi @ Central Kalimantan https://t.co/KAaz8k1guo,wise bansos bbm forms an orderly party to the people of central kalimantan central kalimantan,0.2333333333333333,positif
1832,1832,"Pemerintah anjing, BBM naik, motor sering mogok",the command of the BBM dog to ride a motorbike often breaks down,-0.15555555555555559,negatif
1834,1834,"Podcast Suara SuaNazara: Apa Beda Subsidi dan Kompensasi?  Pemerintah melakukan penyesuaian harga BBM. Di baliknya, ada cerita soal subsidi dan kompensasi.   Apa sebenarnya beda subsidi dan kompensasi? https://t.co/CDT5KgZNJh","Suanazara's voice podcast, what is the difference between subsidies and compensation? The order to behave according to fuel prices behind it is a story about subsidies and compensation. Is it really the difference between subsidies and compensation?",-0.1,negatif
1840,1840,Kementerian Keuangan akan mencairkan bantuan langsung tunai ( BLT ) bahan bakar minyak ( BBM ) tahap II mulai November 2022. Direktur Jenderal Anggaran Kementerian Keuangan Isa Rachmatarwata mengatakan BLT BBM diberikan pemerintah sebesar Rp 150 ribu per b https://t.co/p4tsivuJHV,minister of money will disburse direct cash assistance blt fuel oil phase ii starting november director general of budgeting minister of money isa rachmatarwata said blt bbm gave big orders of rp. thousand per,0.037500000000000006,positif
1841,1841,Kebijakan bantalan sosial BBm bentuk keberpihakan pemerintah pada rakyat   #JokowiHebat #JokowiPresidenku #JokowiBapakInfrastruktur #PembangunanUntukRakyat #PresidenJokowi https://t.co/plA5xHhfJK,wise social pillow bbm forms party orders to the people,0.36666666666666664,positif
1843,1843,Kementerian Keuangan akan mencairkan bantuan langsung tunai (BLT) bahan bakar minyak (BBM) tahap II mulai November 2022. Direktur Jenderal Anggaran Kementerian Keuangan Isa Rachmatarwata mengatakan BLT BBM diberikan pemerintah sebesar Rp150 ribu per bulan https://t.co/fCvQM1pkJv,minister of money will disburse direct cash assistance blt fuel oil phase ii starting november director general of budgeting minister of money isa rachmatarwata said blt bbm gives large orders of rp. thousand per month,0.09107142857142858,positif
1845,1845,Tetap juga kawal kasus sambo dan kebijakan pemerintah untuk BBM guys #SaveAniesBaswedan,keep watching sambo cases and wise orders for bbm guys,0.7,positif
1847,1847,Penyaluran BLT dan BSU bukti pemerintah lindungi masyarakat rentan ditengah penyesuaian harga BBM #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/xsfhnAWOs4,channel blt and bsu evidence of an order to protect vulnerable people in accordance with fuel prices,-0.5,negatif
1855,1855,Semua ekonomi setuju kebijakan bantalan sosial BBM bentuk keberpihakan pemerintah pada rakyat #JokowiHebat #JokowiPresidenku #JokowiBapakInfrastruktur #PembangunanUntukRakyat #PresidenJokowi Jambi https://t.co/l7AxdSG1eQ,All economics aim to be wise social pillow BBM forms an orderly party to the people of Jambi,0.36666666666666664,positif
1857,1857,"Untuk menjaga daya beli masyarakat imbas penyesuaian subsidi BBM, pemerintah membagikan BLT dan juga BSU untuk pekerja/buruh bahkan yang mengalami PHK https://t.co/x0ftFqi6J2","To maintain people's purchasing power, the impact is according to the fuel subsidy ordered for BLT and also BSU for working workers, even those who have experienced layoffs",0.8,positif
1864,1864,"Assalammualaikum. selamat malam.ÃÂ  BBM penyesuaian harga, jadi bijaklah dalam pemakaiaan kendaraan. yuk kita pakai alat transportasi yang disediakan pemerintah, jadi tidak macet juga........ok. https://t.co/OeRqgDvj7j","assalammualaikum, good evening, fuel according to the price, so be wise in using the vehicle, let's use the means of transportation that are ready to order, so it doesn't get stuck either, ok",0.5249999999999999,positif
1865,1865,"Yang diturunin harga Pertamax dan dexlite, pertalite tetap bertengger di posisi 10ribu rupiah/liter, ini sih nyenengin  holang kaya, rakyat menengah kebawah makin sulit Ã°ÂÂÂ kurang hebat apa coba pemerintah ini??!!  https://t.co/dUKQPAUnp5","the lowered prices for Pertamax and dexlite pertalite are still perched at the thousand rupiah liter position, it's fun to be holang, rich people in the lower middle class, it's getting more and more difficult, it's not great, what do you try this command",0.11071428571428572,positif
1866,1866,Kebijakan penyesuaian harga BBM diambil pemerintah untuk menahan inflasi Nusa Tenggara Barat #BantuanBBMUntukRakyat #BLTBBMTepatSasaran #SubsidiTepatSasaran https://t.co/MbPfqfANh9,wise according to fuel prices take orders to hold inflation in West Nusa Tenggara,0.7,positif
1876,1876,"Harga BBM di Indonesia masih murah, karena pemerintah #Jokowi telah memberikan subsidi yang tak tanggung-tanggung. #IndonesiaBangkit https://t.co/AtPVrgTxfO",fuel prices in Indonesia are still cheap because the government has given unmitigated subsidies,0.4,positif
1887,1887,"Saya Pancasila, NKRI Harga Mati, Dead Rice, Tidak Ada Kenaikan BBM, Saya DukungÃÂ Pemerintah https://t.co/jDZQeUWw75","I am Pancasila, the price is dead rice, there is no increase in fuel, I support orders",-0.2,negatif
1890,1890,BANTUAN Langsung Tunai (BLT) kepada masyarakat dinilai menjadi kebijakan yang tepat di tengah penyesuaian harga bahan bakar minyak (BBM).   https://t.co/c7vwgekDQt,"direct assistance in cash BLT to the community, the value of being wise is right in the middle according to the price of fuel oil",0.2714285714285714,positif
1891,1891,Keluarga penerima manfaat menggunakan uang BLT BBM untuk memenuhi kebutuhan sehari-hari. Bagaimana dampak BLT BBM yang dirasakan oleh masyarakat?  Baca selengkapnya di https://t.co/na2oNe2Dcq  #InfoTempo #SubsidiTepatSasaran #CerdasPakaiBBM #MaluPakaiSubsidi #BijakPakaiBBM https://t.co/fQryCZWmiT,"Families receive the benefits of using BLT BBM money to be full. It takes a day, what is the impact of BLT BBM, which is felt by the public, read in full at",0.2333333333333333,positif
1895,1895,Kebijakan Pemerintah Sesuaikan Harga BBM Sudah Tepat!  #HargaBahanPokok #BahanPokokStabil #StockBahanPokok #BBMTerkendali https://t.co/CQiwHCgM7D,wise the order according to the price of fuel is right,0.4928571428571428,positif
1896,1896,Hore! Harga BBM Pertalite Bisa Turun Lagi ke Rp7.650/Liter https://t.co/JkCnbFRhIC Memangnya Pertamina dan Pemerintah mau melakukan itu? Kalau benar mau...berubah sejarah kenaikan BBM di Indinesia....benar benar mengikuti harga minyak dunia,"Hooray, the price of Pertalite fuel can go down again to Rp. 1,000,000 liters, indeed Pertamina and the order will be implemented, if you really want to change the history of fuel prices in Indonesia, it will really follow world oil prices",0.08148148148148147,positif
1905,1905,"Kadang kalo dipikir pikir narasinya sebenernya bukan pemerintah naikin harga bbm, tapi memangkas Ã¢ÂÂsubsidiÃ¢ÂÂ harga bbm. the keyword is : Ã¢ÂÂsubsidiÃ¢ÂÂ . Ã°ÂÂ¤Â","sometimes if you think about the narrative, actually it's not an order to increase fuel prices, but to cut down on fuel price subsidies, the keyword subsidies",-0.07777777777777779,negatif
1907,1907,Demo berjilid2 menuntut penurunan harga BBM. Akhirnya pemerintah memenuhi tuntutan masyarakat.  Menurutkan harga BBM PERTAMAX Ã°ÂÂ¤Â£Ã°ÂÂ¤Â£Ã°ÂÂ¤Â£  Vangkeeeee....,volume demo demands lower fuel prices final full order demands the public agree to petrol prices Pertamax vangkeeeee,0.11666666666666665,positif
1919,1919,Langkah Pemerintah untuk penyesuaian harga BBM sudah tepat https://t.co/zWOibyiANx,the order step for the appropriate fuel price is correct,0.5,positif
1921,1921,Semua Ekonom Setuju Kebijakan Bantalan Sosial BBM Bentuk Keberpihakan Pemerintah pada Rakyat.  #JokowiHebat #JokowiPresidenku #JokowiBapakInfrastruktur #PembangunanUntukRakyat Papua #PresidenJokowi https://t.co/eBFkZXPyNt,All economists aim to be wise with the social cushion BBM to form an orderly party to the people of Papua,0.36666666666666664,positif
1922,1922,--- Info Untuk Kito Rakyat Jambi ---  Penyaluran BLT dan BSU bukti pemerintah Lindungi Masyarakat Rentan di tengah penyesuaian harga BBM  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #Subsidi,info for us people of Jambi channeling BLT and BSU evidence of an order to protect vulnerable communities in the middle according to fuel prices,-0.25,negatif
1923,1923,"Rakyat Jambi juga harus paham ini, Penyaluran BLT dan BSU bukti pemerintah Lindungi Masyarakat Rentan di tengah penyesuaian harga BBM  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/AEoSLJWyqb",The people of Jambi must also understand that this is channeling BLT and BSU evidence of an order to protect vulnerable communities amidst fuel prices,-0.5,negatif
1924,1924,"Ã¢ÂÂ¢ SUBSIDI BBM TEPAT SASARAN !  Wakil Ketua Komisi VII DPR RI, Maman Abdurrahman mendorong pemerintah untuk mengubah metode subsidi terbuka jadi subsidi tertutup, agar subsidi bbm yang digelontarkan pemerintah bisa tepat sasaran.  @pertamina  #BBMAdilUntukRakyat https://t.co/uU2U6lUm2c",fuel subsidies are right on target vice chairman of commission vii dpr ri maman abdurrahman pushes for an order to change the method of open subsidies to closed subsidies so that the fuel subsidies issued by the order can be right on target,0.11785714285714285,positif
1926,1926,Penyaluran BLT dan BSU bukti pemerintah Lindungi Masyarakat Rentan di tengah penyesuaian harga BBM  Kota Jambi  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/oUBe8yyjt0,channel BLT and BSU evidence of an order to protect vulnerable people in the middle according to Jambi city fuel prices,-0.25,negatif
1934,1934,Penyaluran BLT dan BSU bukti pemerintah Lindungi Masyarakat Rentan di tengah penyesuaian harga BBM  Jambi  #BLTBBMBantuMasyarakat #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/KGeMzJvjQF,channel blt and bsu evidence of an order to protect vulnerable communities in the middle according to Jambi fuel prices,-0.25,negatif
1940,1940,Pengaturan BBM subsidi berkeadilan. Mengapa? Dengan reformasi pola subsidi yg baru pemerintah dapat membantu masyarakat yg membutuhkan secara langsung. Dan tentunya tidak bisa di nikmati oleh kalangan menengah atas.   @pertamina #BBMAdilUntukRakyat https://t.co/65nt32ItRx,set fuel subsidies fair why with the reform of the new subsidy pattern the order can help people who need a direct way and of course cannot be enjoyed by the upper middle class,0.23939393939393938,positif
1943,1943,Keputusan Pemerintah dalam menyesuaikan harga BBM dinilai tepat oleh beberapa kalangan. Hal tersebut dikarenakan harga minyak mentah dunia yang terus fluktuatif. https://t.co/m2OF8eijwz,"some people say that the price of fuel is the right value, because the price of world crude oil continues to fluctuate",-0.20714285714285713,negatif
1944,1944,Penyaluran BLT dan BSU Bukti Pemerintah Lindungi Masyarakat Rentan di Tengah Penyesuaian Harga BBM.  #BLTBBMBantuMasyarakat Papua #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/XQENOWbyXk,distribution of BLT and BSU evidence of an order to protect vulnerable communities in the middle according to the price of Papuan fuel,-0.25,negatif
1946,1946,Semua ekonomi setuju kebijakan bantalan sosial BBM bentuk keberpihakan pemerintah pada rakyat #JokowiHebat #JokowiPresidenku #JokowiBapakInfrastruktur #PembangunanUntukRakyat #PresidenJokowi  Jawa Barat https://t.co/YfPkcdN93i,all economics aim to be wise social pillow fuel form party orders to the people of West Java,0.36666666666666664,positif
1949,1949,"Pertamax Turbo siang ini turun Rp 950.- lumayanlah. Mau naik atau turun, Oppung tetap pake BBM ini tanpa berharap disubsidi Pemerintah, seperti reaktor Ibnu Kadrun. Coba tag reaktornya...","Pertamax turbo this afternoon dropped quite a bit if you want to go up or down oppung still use this fuel without expecting command subsidies like the Ibnu Kadrun reactor, try tagging the reactor",-0.15555555555555559,negatif
1952,1952,"Pemerintah bilangnya subsidi BBM salah sasaran ke orang kaya, lantas mengapa ketika harga BBM jadinya naik yang kesusahan rakyat kecil? Secamam penjual gorengan dan ibu saya yang jualan di pasar? https://t.co/k5sqL9dGAO","the order said that the fuel subsidy was wrongly targeting the rich, so why when the price of fuel went up what was difficult for the common people was like selling fried foods and my mother selling them at the market",-0.23125,negatif
1953,1953,BLT BBM Solusi Tepat dari Pemerintah.  #BLTBBMBantuMasyarakat Papua #BansosBBMRingankanRakyat #KPMPenyaluranBLTTepatSasaran #SukseskanKebijakanPemerintah #SubsidiBerkeadilanUntukMasaDepan https://t.co/KxxluJvl7Z,blt bbm the right solution from the papua command,0.2857142857142857,positif
