,tweet,sentimen
2580,"Only the world's crude oil has soared, fuel subsidies have swelled, the government has adjusted the price of fuel oil, the people of Sulawesi are in agreement with the policy of adjusting fuel oil",negative
718,"support the government diverting fuel subsidies to realize the principle of justice, don't let the subsidies for the common people benefit the rich, the government's policy is right, North Sumatra",positive
1652,the government made adjustments to the price of fuel oil so that Indonesia's economic stability was maintained and supported the adjustment of fuel prices for North Sumatra,positive
1808,the government has announced the transfer of fuel subsidies so that the subsidies provided by the government are more targeted,positive
140,guard the Yogyakarta special regional government subsidy on the price of Yogyakarta fuel oil,positive
1097,The people of Medan City support the government in adjusting fuel prices for subsidies that are right on target for North Sumatra,positive
1029,As many residents in North Lampung district received basic food packages as a result of the government's adjustment of fuel prices,positive
1082,"the Jokowi government accelerates the distribution of fuel oil power plants to the people of Central Sulawesi, the people of Central Sulawesi have been greatly assisted by direct fuel oil cash assistance",positive
1482,evidence of the government protecting vulnerable communities in the midst of adjusting the price of our Jambi fuel oil,negative
1511,The people of Medan City support the government in adjusting fuel prices for subsidies that are right on target for North Sumatra,positive
583,"the price of subsidized fuel oil is right, it needs to adjust government policies, it is right, North Sumatra",positive
2901,the government accelerated the distribution of direct fuel oil cash assistance to the people of West Sumatra,positive
1610,the government made adjustments to the price of fuel oil so that Indonesia's economic stability was maintained and supported the adjustment of fuel prices for North Sumatra,positive
2124,"It is believed that the government can overcome all economic problems amid the current adjustment in fuel prices, the people of Banten fully support this",positive
2499,the government distributes direct cash assistance for fuel oil in north sulawesi,positive
1119,"with the adjustment of fuel, the government remains committed to keeping me from buying the less fortunate people of the Bangka Belitung Islands",positive
102,the government distributes direct fuel oil cash assistance in order to realize the use of subsidies that are right on target to support the distribution of direct cash assistance in North Sumatra,positive
1432,social bearing fuel oil forms from the government caring for the people of aceh to support jokowi,positive
2402,democrats ask the government to be wiser in making policies because currently the people are having a hard time due to rising fuel prices ahy a firm leader,negative
2504,support the government's policy because adjusting the price of fuel oil is the right action for West Papua to speak out,positive
1839,"Ideally, it should follow world oil prices, so world oil prices have fallen to barrels per barrel, the most appropriate price for Pertamina's fuel oil at this time, and the first pertalite barrels have been subsidized, even though the government has made a profit",positive
278,"fuel subsidies are a burden on the state budget, adjusting fuel prices is the right step, the government of the people of Sulawesi is supporting the policy of adjusting fuel prices",positive
2058,the government was able to maintain the economy amidst adjustments in fuel prices,positive
185,"fuel subsidies are a burden on the state budget, adjusting fuel prices is the right step, the government of the people of Sulawesi is supporting the policy of adjusting fuel prices",positive
2093,the government was able to maintain the economy amid the price adjustments for fuel oil for the special region of Yogyakarta,positive
1767,"East Nusa Tenggara, just for information, the government is making adjustments to the price of fuel oil for the budget in other sectors.",negative
1193,the government will continue to adjust the price of fuel oil for the long term,negative
1763,now no demonstrations fuel oil but support blt no more crying because it's not opposition hahahaha let's support the government,negative
2819,"to increase people's purchasing power, the government diverted fuel subsidies into social assistance funds in this way, the distribution of subsidies would be more targeted because they were directly received by vulnerable groups of the poor",negative
724,"let's reduce it immediately, what are you waiting for, the trend of world crude oil prices is shrinking PKS urges the government to lower the price of subsidized fuel oil for the economy",negative
2765,"the utilization of the state budget must be carried out as well as possible, one of which is to adjust the price of fuel oil by diverting the subsidy budget to social assistance, the people of North Sumatra strongly agree and support government policies",positive
19,"The price of fuel oil in Indonesia is one of the cheapest compared to the average ASEAN countries, this is due to subsidies from the best Pertamina fuel, the cheapest and most economical Pertamina fuel.",positive
1150,"the Bangka Belitung Islands, the Jokowi government accelerates the distribution of direct fuel oil cash assistance so that the community will immediately be helped",positive
468,support the government channeling fuel oil direct cash assistance funds,positive
2870,Adjusting the price of subsidized fuel oil is the right government policy to protect Papua's poor and vulnerable people,negative
54,the government diverted some of the fuel subsidies for aid that was more targeted at Jambi,positive
1213,October Sulawesi's latest price list for fuel oil is supporting the government's move,positive
1942,the government has made careful calculations in adjusting the price of our fuel oil in Jambi,negative
1088,the government made adjustments to the price of fuel oil to contain inflation in Sulawesi while supporting the policy of adjusting fuel prices,positive
2160,the government must make adjustments to the price of fuel oil in order to contain inflation in Sulawesi while supporting the policy,positive
2368,the government provides direct fuel oil cash assistance to poor citizens of West Sumatra,negative
2871,Adjusting the price of subsidized fuel oil is the right government policy to protect Papua's poor and vulnerable people,negative
1881,"The government must make adjustments to the price of fuel oil in order to contain inflation, which has a much greater cost impact on West Sumatra",positive
1137,the government's policy of diverting fuel subsidies to direct cash assistance is very appropriate in order to realize the use of subsidies that are right on target in North Sumatra,positive
2032,People of Jambi appreciate the adjustment in fuel prices for the benefit of all the people. Support professional government policies for the less fortunate,positive
750,let's all support the adjustment of fuel prices due to the adjustment of subsidized fuel prices by the government to adjust world fuel prices so that the allocation of subsidies can be more targeted,positive
1553,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments,negative
1126,the government distributes fuel oil direct cash assistance to improve people's welfare support the distribution of North Sumatra cash direct assistance,positive
82,the government has prepared a Rp trillion social assistance budget for Jambi to support direct fuel oil cash assistance,positive
122,The government has made policies with careful consideration to support the adjustment of fuel prices for North Sumatra,negative
2925,direct fuel oil cash assistance form the Jambi government's partisanship,positive
1632,"directly reviewing the distribution of direct fuel oil cash assistance, the government intervened in Banten",positive
2850,the provision of direct fuel oil cash assistance in the form of the government helping the middle to lower economic community of West Kalimantan the government,positive
2506,The government provides direct cash assistance for fuel oil in North Sulawesi,positive
2783,PKS urges the government to follow up on complaints that Pertalite fuel oil is more wasteful,positive
1523,"thank God, finally the government has started distributing direct fuel oil cash assistance to all regions in Indonesia, support the distribution of direct cash assistance, North Sumatra",positive
1567,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments,negative
2906,"the government, in the context of making it easier for workers to meet their daily needs as a result of rising fuel prices, distributes the first phase of BSU, let's see what workers have said who have received and felt the benefits",positive
1372,The people of Jambi must also understand that the distribution of direct cash assistance and can provide evidence that the government is protecting vulnerable communities amidst adjustments in fuel prices,negative
1533,support the distribution of direct cash assistance fuel oil South Sumatra government appreciation,positive
689,the Jokowi government accelerates the distribution of direct fuel oil cash assistance to the people of Jambi,positive
1146,the Jokowi government accelerates the distribution of direct fuel oil cash assistance to the people of Sulawesi is guarding the distribution of fuel oil cash direct assistance,positive
1069,adjustment of fuel prices by the government for the transfer of targeted fuel subsidies to the small community of Maluku,negative
214,"for all students in North Sumatra, just be sure to fully support the government's policy of adjusting fuel prices, we must also support it, of course, don't want to be provoked",positive
2284,"for all students in North Sumatra, just be sure to fully support the government's policy of adjusting fuel prices, we must also support it, of course, don't want to be provoked",positive
2956,I don't know the system or how to calculate profit and loss and I don't know the reason why fuel oil can lose even though it has gone up but please give an explanation so we are not wrong the government the people also need education,positive
2465,the provincial government of west java has poured out a budget of rp billion to control inflation which will later be used for direct cash assistance and fuel subsidies for fishermen,positive
1657,government steps in adjusting the price of fuel oil to contain Jambi's high inflation,positive
2559,the government's steps to adjust the price of fuel oil in order to minimize subsidies that are on the wrong target is evidence of the commitment of the Indonesian National Police,negative
1322,direct cash assistance is a solution to overcome the impact of adjusting the price of fuel oil,positive
1076,the Jokowi government accelerates the distribution of direct fuel cash assistance to the Jambi community supports direct fuel oil cash assistance,positive
796,"The community really appreciates the fuel oil direct cash assistance policy launched by the president, all programs from the government can be felt by the people, Jokowi's performance has increased",positive
2166,"the ministry of finance said that the adjustment in fuel prices is to maintain the purchasing power of people who are just and good, the government is implementing this policy because people are becoming more prosperous in Banten",positive
2557,fuel subsidies to swell the government adjusts the price of fuel oil and diverts subsidies so that they are right on target as evidence of the commitment of the Indonesian National Police,positive
1830,there is a direct fuel cash assistance program organda diy don't expect much from the government,positive
315,"direct cash assistance to overcome the difficulties faced by the community in adjusting the price of fuel oil, Sulawesi is supporting government policies",positive
1948,fuel oil direct cash assistance distributed by the government in the shortest time possible,positive
159,the government's policy of diverting fuel subsidies to direct cash assistance is very appropriate and increases the welfare of the people of North Sumatra,positive
1961,Price stability is the main key to the government's success in facing the increase in Moeldoko's fuel oil,positive
318,direct cash assistance liquid stage fuel oil starting november Sulawesi is supporting government policies,positive
717,"the government needs to make adjustments to the price of fuel oil for the welfare of the people, the government's policy is right in North Sumatra",positive
2810,zulfikar hamonangan yesterday's increase in fuel oil because the government was late ahy hope for millennial change to rise together,negative
2964,"the realization of direct fuel oil cash assistance is almost wow, the East Kalimantan government",positive
190,"fuel subsidies are a burden on the state budget, adjusting fuel prices is the right step, the government of the people of Sulawesi is supporting the policy of adjusting fuel prices",positive
598,"the decision to adjust the price of fuel oil is right, the people of North Sumatra must be smart, the efforts made by the government are to provide equal distribution of subsidies for all Indonesian people, don't want to be provoked",positive
978,the distribution of direct cash assistance is evidence that the government of President Jokowi is protecting vulnerable communities amid the adjustment of fuel prices in Central Sulawesi,negative
1985,"appeal to the public, especially the Sipispis sub-district, not to feel anxious and panic with the increase in pertalite and bio-diesel fuel from the government and we also appeal to all levels of society not to be easily provoked by fake news on social media",negative
1666,"Horass, this is the reason why fuel oil is rising when oil prices are down, the people of North Sumatra must be smart, let's support government policies",positive
2219,the government was able to maintain the economy amidst adjustments in fuel prices,positive
2281,"for all students in North Sumatra, just be sure to fully support the government's policy of adjusting fuel prices, we must also support it, of course, don't want to be provoked",positive
1678,"for all students in North Sumatra, just be sure to fully support the government's policy of adjusting fuel prices, we must also support it, of course, don't want to be provoked",positive
2213,We in North Maluku fully support the government's efforts to distribute direct fuel oil cash assistance,positive
1602,review the distribution of government assistance in the city of Bau Bau President Jokowi conveys the realization of BSU and direct cash assistance Jambi supports direct fuel oil cash assistance,positive
811,"The policy of direct fuel oil cash assistance is appreciated by the people, so even though there is an increase in fuel prices, the government also does not remain silent and continues to provide assistance. This is one of the reasons for the presidential government and made Jokowi's performance satisfaction level rise.",positive
2184,the government ensures that direct fuel oil cash assistance will be distributed quickly and precisely so that the benefits of Jambi can be felt,positive
534,"the decision to adjust the price of fuel oil is right, the Indonesian people must be smart. The efforts made by the government are to provide equal distribution of subsidies for all Indonesian people, the people of North Sumatra chattered",positive
2451,the provincial government of west java has poured out a budget of rp billion to control inflation which will later be used for direct cash assistance and fuel subsidies for fishermen,positive
479,the government has accelerated the distribution of direct fuel oil cash assistance to the people of North Sumatra,positive
2000,"the government's policy of diverting fuel subsidies to direct cash assistance has really really helped the economy of the people of West Papua, who have received bltbbm",positive
2398,democrats ask the government to be wiser in making policies because currently the people are having a hard time due to rising fuel prices ahy a firm leader,negative
974,the government diverted some fuel subsidies to more targeted assistance,positive
2576,the government has carefully studied the adjustment of fuel prices,negative
1295,"everywhere, if fuel oil is expensive, the people are definitely the government's fault",negative
726,the government diverted some of the fuel subsidies for aid that was more targeted at Jambi,positive
1421,the adjustment in the price of subsidized fuel oil is rightly carried out by the Papuan government,positive
2306,"countries like America and Europe have started a crisis, Russia will freeze them next winter by stopping the supply of gas energy as well as food, fuel oil is reduced by a little subsidy, the government demonstrations are ridden by desert lizards whose intentions are to destroy this country",negative
1358,"a volume demonstration demanding a reduction in the price of fuel, finally the government complied with the people's demands according to the price of the first fuel oil vangkeeeee",positive
2601,distribution of fuel oil direct cash assistance as the government's concern for the economy of the underprivileged people of West Papua have received bltbbm,positive
1784,the government's fuel price adjustment continues to protect the people from world oil price fluctuations. Sulawesi is supporting government policies,positive
1943,the government was able to maintain the economy amid adjustments to fuel prices in Central Kalimantan,positive
2464,the provincial government of west java has poured out a budget of rp billion to control inflation which will later be used for direct cash assistance and fuel subsidies for fishermen,positive
2673,direct fuel oil cash assistance is evidence that the government is thinking about the small communities of the Bangka Belitung Islands,negative
2132,"the government was able to maintain the economy amid the adjustment in the price of fuel, the people of Sulawesi are in agreement with the policy of adjusting the price of fuel",positive
1008,The Jokowi government can speed up the distribution of direct fuel oil cash assistance to the people of Maluku,positive
2584,direct fuel oil cash assistance is a government social bearing policy that has many benefits bengkulu,positive
1228,the entire community of North Sumatra supports the government in adjusting world fuel prices so that the allocation of subsidies can be more targeted,positive
408,the government accelerates the distribution of direct fuel oil cash assistance to people in the special region of Yogyakarta direct fuel oil cash assistance yogyakarta,positive
434,let's be wise to use direct cash assistance from the government direct cash assistance is one of the compensation for adjusting the price of fuel oil in West Sumatra,positive
2792,PKS urges the government to follow up on complaints that Pertalite fuel oil is more wasteful,positive
219,"the decision to adjust the price of fuel oil is right, the people of North Sumatra must be smart, the efforts made by the government are to provide equal distribution of subsidies for all Indonesian people, don't want to be provoked",positive
383,"Recipients of direct fuel oil cash assistance are happy PT Pos delivers assistance to homes PT Pos Indonesia received a mandate from the government to distribute thank God direct fuel oil cash assistance was sent to homes so there was no need to stand in line other than that it received just Rp. 000,000 not deducted at all",positive
1756,the government's fuel price adjustment continues to protect the people from world oil price fluctuations. Sulawesi is supporting government policies,positive
272,"The government made an adjustment to the price of fuel oil to contain inflation, the people of Sulawesi are supporting the policy of adjusting the price of fuel oil",positive
88,Adjusting the price of fuel oil is the right step for the government,positive
2317,The price of fuel oil in America is the authority for the Indonesian market. It still benefits because the price of fuel oil is regulated by the government and it is able to maintain price stability,positive
813,adjustments to the price of fuel oil were made so that the subsidies provided by the government were more targeted to the less affluent Jambi,positive
866,"the distribution of direct cash assistance is evidence that the government is protecting the community amidst the adjustment in the price of fuel oil, the people of Sulawesi are supporting the direct fuel oil cash assistance policy",positive
1746,the government made adjustments to fuel prices to contain inflation in Sulawesi while supporting government policies,positive
2750,"the utilization of the state budget must be carried out as well as possible, one of which is to adjust the price of fuel oil by diverting the subsidy budget to social assistance, the people of North Sumatra strongly agree and support government policies",positive
268,The transfer of fuel subsidies is the last option taken by the special regional government of Yogyakarta,positive
481,North Kalimantan residents fully support the government's policy of adjusting the price of fuel oil to divert it to more useful sectors,positive
561,The government has taken the right steps in adjusting fuel prices in anticipation of the impact of the East Nusa Tenggara global crisis,positive
2323,"the government of the south tangerang city has budgeted rp billion for the distribution of direct cash assistance blt fuel oil which is planned to start being distributed to beneficiary families of kpm in october, more at",positive
205,The adjustment in the price of fuel oil is the government's commitment to realize the use of subsidies that are right on target to support the adjustment in the price of fuel oil in North Sumatra,positive
2392,democrats ask the government to be wiser in making policies because right now the people are having a hard time due to rising fuel prices ahy a firm leader ww,negative
1516,"The government made an adjustment to the price of fuel oil to contain inflation, the people of Sulawesi are supporting the policy of adjusting the price of fuel oil",positive
2012,the government is considered capable of maintaining the economy amidst the adjustment in the price of lesti kdrt fuel,positive
1428,The government made adjustments to the price of fuel oil to contain inflation. This policy was right on target in West Sumatra,positive
1382,"the regulation of fuel oil subsidies is fair, why with the reform of the new subsidy pattern, the government can directly help people in need and of course it cannot be enjoyed by the upper middle class",positive
2563,the government provides direct fuel oil cash assistance to poor citizens of south sulawesi,negative
347,"direct cash assistance to overcome the difficulties faced by the community in adjusting the price of fuel oil, Sulawesi is supporting government policies",positive
2709,the government provides direct fuel oil cash assistance to poor citizens,negative
1145,the government cooperates with various elements so that the distribution of direct fuel oil cash assistance is right on target for the special region of yogyakarta direct fuel oil cash assistance yogyakarta,positive
658,the government continues to accelerate the distribution of direct cash assistance blt fuel oil to the public. This social assistance aims to ease the economic burden and maintain the purchasing power of vulnerable poor households as a result of rising fuel prices,negative
590,let's all support the adjustment of fuel prices due to the adjustment of subsidized fuel prices by the government to adjust world fuel prices so that the allocation of subsidies can be more targeted,positive
1691,The government protects the public in the midst of world oil price fluctuations. The adjustment in the price of fuel oil is right for the Riau Islands,positive
1683,"Horass, this is the reason why fuel oil is rising when oil prices are down, the people of North Sumatra must be smart, let's support government policies",positive
89,"The incompetent management of the state budget has led the government to issue a policy of increasing fuel prices but it is not proportional because the wages for workers are different for each region and are still quite low, now it is even a waste of the state budget again",negative
2859,president joko widodo ensures that direct cash assistance blt fuel oil will be complete distribution at the end of the year this is done as the government's effort to maintain people's purchasing power,positive
644,"Hundreds of thousands of people in Indonesia have received the benefits of direct cash assistance which has officially begun to be distributed by the government as a form of relocation of West Papua fuel oil subsidies, which have received bltbbm",positive
760,let's all support the adjustment of fuel prices due to the adjustment of subsidized fuel prices by the government to adjust world fuel prices so that the allocation of subsidies can be more targeted,positive
1050,"yes, the government should have borne the medical expenses but don't you think we pay taxes and fuel oil increases just pay for the stupidity of the government, the medical expenses should be borne by the government from the results of the stupid government salary deductions",negative
177,"fuel subsidies are a burden on the state budget, adjusting fuel prices is the right step, the government of the people of Sulawesi is supporting the policy of adjusting fuel prices",positive
823,"The community appreciates the government's steps in providing direct cash assistance for fuel after the fuel price adjustment, Jokowi's performance rose",positive
1543,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid the North Sumatra fuel price adjustments,negative
1234,"the government's policy is right to adjust the price of subsidized fuel oil, we as good people of North Sumatra must support this policy",positive
2033,People of Jambi appreciate the adjustment in fuel prices for the benefit of all the people. Support professional government policies for the less fortunate,positive
2645,fuel oil direct cash assistance is proof that the government continues to prioritize the welfare of the people from East Nusa Tenggara,positive
1117,the Hokowi government accelerates the distribution of direct fuel oil cash assistance to the community,positive
2088,"the distribution of direct subsidized fuel oil cash assistance is cool, almost extraordinary.",positive
1520,"direct cash assistance is proof that the government protects the community amidst adjustments in fuel prices, Jambi cash direct assistance is right on target",positive
2291,"for all students in North Sumatra, just be sure to fully support the government's policy of adjusting fuel prices, we must also support it, of course, don't want to be provoked",positive
2313,"it's better to live from trash than to live as trash, you need capital for your business, he said, there was direct assistance in cash for BBM PKH from the social assistance from the Ministry of Social Affairs, but we have never felt what our government program is, we just live from a shovel, thank God, thank you",positive
2232,The government must make adjustments to the price of fuel oil in order to contain inflation which has a far greater cost impact in West Java,positive
785,the government made adjustments to the price of fuel oil in order to contain inflation whose cost impact was far greater in Jambi,positive
2,"the government will add fuel subsidies until the end of the year the government plans to increase the pertalite quota by as much as 1 million kiloliters and 1 million kiloliters of diesel by the end, the ministry of Energy and Mineral Resources also ensures that purchases of both will be limited so that they are more on target",positive
1621,direct fuel oil cash assistance is a form of government concern for the people of the Bangka Belitung Islands,positive
2952,"direct fuel oil cash assistance by the government aims to protect the purchasing power of the people of North Kalimantan, especially the lower middle class so that subsidies are more targeted",positive
108,"Fuel price adjustments are being made so that the subsidies are right on target, Sulawesi is being supported by the government",positive
1766,"the adjustment in the price of fuel oil is right, the people of West Papua are very supportive of the government",positive
2203,"Instead of discussing cheating, we better understand that the government's policy of adjusting fuel prices for subsidies is more targeted",positive
2851,the distribution of fuel oil direct cash assistance as a result of the adjustment in the price of fuel oil with subsidies was transferred to the government's West Kalimantan social assistance,positive
171,"The government made an adjustment to the price of fuel oil to contain inflation, the people of Sulawesi are supporting the policy of adjusting the price of fuel oil",positive
412,the government accelerates the distribution of direct fuel oil cash assistance,positive
1648,the government made adjustments to the price of fuel oil so that Indonesia's economic stability was maintained and supported the adjustment of fuel prices for North Sumatra,positive
416,the government has carefully studied the price adjustments for Jambi fuel oil,negative
1367,the government's steps to adjust the price of fuel oil are appropriate,positive
2816,zulfikar hamonangan increase fuel oil yesterday because the government was late to hope for change,negative
1294,the government is still responsible for fuel subsidies,positive
2087,"All economists agree that thanks to the social bearing policy, Jokowi Ma'ruf's fuel oil is a form of the government's partiality for the people, especially the poor, Chandra Liow Reyhan Minyakrasaair",negative
2621,"moving to refuel at Vivo, which was quiet before, now a long queue of motorcycles is spreading. This could be a form of people's protest against the government, not about price.",negative
1902,"testimonies from various people, there are still many luxury vehicles that buy subsidized fuel oil of the Pertalite type even though it is clear that the government conveys that subsidized fuel oil is only intended for the middle and lower class people",positive
364,Adjusting fuel oil is the right step taken by the government to save money for the Bangka Belitung Archipelago,positive
2424,"social assistance from Pertamina, West Sumatra, Hiswana Oil and Gas and the Payakumbuh Police to the people affected by the adjustment of subsidized fuel oil by the government at the Payakumbuh Police",positive
2385,democrats ask the government to be wiser in making policies because currently the people are having a hard time due to rising fuel prices ahy firm leader mq,negative
2720,"thank God, finally the government has started distributing direct fuel oil cash assistance to motorcycle taxi drivers and SMEs liquidated October during the month of supporting the distribution of direct cash assistance North Sumatra",positive
740,the government's policy of diverting fuel subsidies to direct cash assistance is the government's commitment to realizing the use of the budget that is right on target,positive
73,the government chose the path of justice by defeating fuel subsidies to become blt for the TNI army's long live,positive
2372,transjakarta claims to have experienced an increase in the number of customers in the last month after the government raised the price of fuel oil in september,positive
1843,"to increase people's purchasing power, the government diverted fuel subsidies into social assistance funds in this way, the distribution of subsidies would be more targeted because they were directly received by vulnerable groups of the poor",negative
2960,"Halloo, North Sumatra residents, we need to know together that so far the price of fuel oil in Indonesia is still much cheaper than other Asean countries, let's support government policies together",positive
312,"the distribution of fuel oil direct cash assistance has experienced significant improvement, Sulawesi is currently supporting government policies",positive
1643,the government made adjustments to the price of fuel oil so that Indonesia's economic stability was maintained and supported the adjustment of fuel prices for North Sumatra,positive
856,the price of fuel oil continues to be adjusted wisely by the east kalimantan government,positive
378,"to increase people's purchasing power, the government diverted fuel subsidies into social assistance funds in this way, the distribution of subsidies would be more targeted because they were directly received by vulnerable groups of the poor",negative
1700,"direct fuel oil cash assistance by the government aims to protect the purchasing power of the people of North Kalimantan, especially the lower middle class so that subsidies are more targeted",positive
1492,the government will provide compensation to the people of Sulawesi while supporting the fuel price adjustment policy,positive
154,distribution of fuel oil direct cash assistance is the government's commitment to improve the welfare of the people of North Sumatra,positive
1216,the Jokowi government accelerates the distribution of direct fuel oil cash assistance to the people of the Riau Islands,positive
772,information for kito people of Jambi the distribution of direct cash assistance is evidence that the government is protecting vulnerable communities amid adjustments in fuel prices,negative
2316,alhamdulillah finally fuel oil went down again after world oil dropped dramatically the government finally reduced fuel oil thank you and democrats who consistently serve the people,positive
2588,"friends of BUMN to increase people's purchasing power, the government diverts fuel subsidies into social assistance funds in this way, the distribution of subsidies will be more targeted because they are received directly by",positive
2144,Berita Aceh The government will distribute direct fuel oil cash assistance to several categories of people,positive
1636,the government made adjustments to the price of fuel oil so that Indonesia's economic stability was maintained and supported the adjustment of fuel prices for North Sumatra,positive
930,the policy of adjusting the price of fuel oil for the common good and more targeted adjustment of the price of fuel oil is the right step for the government of the West Nusa Tenggara Youth Association for the welfare of Indonesia,positive
2192,the government has accelerated the distribution of direct fuel oil cash assistance to the people of North Sumatra,positive
2370,the government provides direct fuel oil cash assistance to poor citizens of West Sumatra,negative
308,the number of Merauke residents receiving direct cash assistance from fuel oil is as much as KPM Sulawesi is supporting government policies,positive
1001,the government ensures that the transfer of fuel subsidies encourages subsidies to be more effective for people in need,positive
2208,fuel oil direct cash assistance forms the government's alignment with the people optimally in West Sumatra,positive
143,the government is accelerating the distribution of direct fuel oil cash assistance by post so that it is easily accessible to Jambi,positive
965,the distribution of direct cash assistance is evidence that the government is protecting vulnerable communities amid adjustments to fuel prices in North Sumatra,negative
2848,zulfikar hamonangan yesterday's increase in fuel oil because the government was late ahy hope for millennial change to rise together,negative
1080,"the Jokowi government accelerates the distribution of fuel oil power plants to the people of Central Sulawesi, the people of Central Sulawesi have been greatly assisted by direct fuel oil cash assistance",positive
1405,We definitely have to support the government's policy regarding the risk of being rich in fuel oil,positive
632,the government provides social assistance to support people's purchasing power and as a form of diverting fuel subsidies,positive
1456,Adjusting fuel prices is the government's move to avoid the negative impact of the state budget crisis,negative
2332,"From now on, I'm trying to help the government, even if it's a small thing, so that the government doesn't subsidize it. There are many options for Vivo, BP and Mobile.",positive
2460,The government provides direct cash assistance to fuel oil for the less fortunate people in Jambi,positive
955,The government has diverted some of the fuel subsidies for aid that is more well targeted. Sulawesi is in the midst of agreeing to a fuel price adjustment policy,positive
2752,let's all support the adjustment of fuel prices due to the adjustment of subsidized fuel prices by the government to adjust world fuel prices so that the allocation of subsidies can be more targeted,positive
1651,the government's policy of diverting fuel subsidies to social assistance is very appropriate so that the use of subsidies is more targeted to support the adjustment of fuel prices in North Sumatra,positive
2917,the realization of new and renewable energy for the people of Sulawesi is supporting government policies regarding direct fuel oil cash assistance,positive
178,"We fully support the government's policy of increasing the price of fuel, the people of Sulawesi are supporting the policy of adjusting fuel prices",positive
498,adjusting the price of fuel oil is the government's effort so that subsidies are more targeted for the less fortunate people.,positive
340,fuel oil direct cash assistance disbursed in november sulawesi is supporting government policy,positive
1633,distribution of direct cash assistance and evidence that the government is protecting vulnerable communities amid fuel price adjustments in North Maluku,negative
484,North Kalimantan residents fully support the government's policy of adjusting the price of fuel oil to divert it to more useful sectors,positive
2347,the government provides direct fuel oil cash assistance to poor citizens of West Sumatra,negative
198,"Bangka Belitung Islands Fuel subsidies are not on target The government is taking the right steps for channeling subsidies, namely diverting fuel subsidies to targeted assistance",positive
2741,Adjusting the price of fuel oil is the right step for the government to avoid a state budget crisis for the Bangka Belitung Islands,positive
1801,support price adjustment of subsidized fuel oil Sulawesi is supporting government policy,positive
2285,"for all students in North Sumatra, just be sure to fully support the government's policy of adjusting fuel prices, we must also support it, of course, don't want to be provoked",positive
1806,"Previously, the government announced that the transfer of fuel subsidies was carried out so that the subsidies provided by the government were more targeted",positive
1166,the government made an adjustment to the price of fuel oil to contain inflation in Sulawesi while supporting the adjustment of the price of fuel oil,positive
1997,"finally the government has distributed direct fuel oil cash assistance to the people of West Papua, who have received bltbbm",positive
1220,the entire community of North Sumatra supports the government in adjusting world fuel prices so that the allocation of subsidies can be more targeted,positive
2039,"Thank you, our government in East Nusa Tenggara has been greatly helped by the direct cash assistance for BBM",positive
1339,the government accelerated the distribution of direct fuel oil cash assistance to the people of West Sumatra,positive
2411,democrats ask the government to be wiser in making policies because currently the people are having a hard time due to rising fuel prices ahy the leader is firm nm,negative
759,"Horass, this is the reason why fuel oil is rising when oil prices are down, the people of North Sumatra must be smart, let's support government policies",positive
170,"We fully support the government's policy of increasing the price of fuel, the people of Sulawesi are supporting the policy of adjusting fuel prices",positive
1597,distribution of direct fuel cash assistance is the government's commitment to realize the use of targeted subsidies to support the distribution of direct cash assistance in North Sumatra,positive
1356,the government lowered the first fuel price to Rp,positive
773,the government will provide compensation for adjusting the price of fuel oil with Papua's social protection support,positive
2814,zulfikar hamonangan increase fuel oil yesterday because the government was late to hope for change,negative
2544,the government has distributed direct fuel oil cash assistance to the poor Acehnese,negative
2627,support the distribution of direct fuel oil cash assistance that is being carried out by the government of South Sumatra,positive
1598,concrete evidence that the government is protecting vulnerable communities in Bali by distributing direct cash assistance and BSU in the midst of adjusting fuel prices,negative
992,Phase II fuel oil direct cash assistance Rp disbursed in November The government will disburse Phase II fuel oil direct cash assistance in November later each family receiving social assistance direct fuel oil cash assistance will return to receive Rp.,positive
45,support the adjustment in the price of fuel oil the government's right strategy in saving the Indonesian economy the voice of the people of North Sumatra,positive
2592,the government needs to adjust fuel prices so that the bengkulu budget is not broken,positive
467,update aceh the government really pays attention to low-income communities in the midst of adjusting fuel subsidies,positive
2090,together we support and escort the government in distributing direct fuel oil cash assistance,positive
2916,"the government will provide direct cash assistance for orphans and single elderly as well as people with disabilities, the people of Sulawesi are supporting government policies regarding direct cash assistance from fuel oil",positive
2204,"the government must make adjustments to the price of fuel oil in order to contain inflation, which has a much greater cost impact",positive
2168,the government is able to maintain the economy amid the adjustment of fuel prices,positive
2910,"immediately, the terms and methods for registering direct cash assistance for umkm Rp.",positive
1496,the government will provide compensation to the people of Sulawesi while supporting the fuel price adjustment policy,positive
319,"the distribution of fuel oil direct cash assistance has experienced significant improvement, Sulawesi is currently supporting government policies",positive
184,"The government made an adjustment to the price of fuel oil to contain inflation, the people of Sulawesi are supporting the policy of adjusting the price of fuel oil",positive
2077,"The government made an adjustment to the price of fuel oil in order to contain inflation, which has a much greater cost impact, and supports the adjustment of fuel prices",positive
2616,The transfer of fuel subsidies is the last option taken by the special regional government of Yogyakarta,positive
2013,People of Jambi appreciate the adjustment in fuel prices for the benefit of all the people. Support professional government policies for the less fortunate,positive
