,tweet,sentimen
262,"kangkung, environmentally friendly vehicle, hello UPNVJ student family, know impact emission fossil-powered vehicles, increase fuel oil emission fossil-powered vehicle made government public start looking electric-powered vehicle",positive
6,iperindo asked government shipping financing subsidy due increase fuel price,negative
266,government's policy adjusting price fuel oil appropriate support adjustment price fuel oil North Sumatra,positive
769,"government ensures distribution direct fuel oil cash assistance right target people Indonesia, support social assistance direct oil fuel cash assistance right target West Sumatra",positive
38,"price adjustment subsidized fuel oil carried response fluctuation world crude oil prices. In addition, government also took account country's economic condition",negative
1460,"subsidy prioritized underprivileged communities, thank you, government diverting subsidy direct cash assistance Banten fuel oil",positive
545,"make mistake, people East Nusa Tenggara must continue support government adjusting fuel price budget absorbed evenly",positive
118,The government distributed direct fuel oil cash assistance region Indonesia,positive
783,distribution direct cash assistance evidence government protecting vulnerable community amid fuel price adjustment North Maluku,negative
652,government ensures direct cash assistance liquid fuel oil starting November Papua,positive
1276,"The government main reason price fuel oil increased, we, people must understand support this, Maluku Kalesang",positive
706,update aceh Indonesian people especially aceh supportive government's move adjust price fuel oil,positive
105,community movement care love motherland fully support government's policy increasing price Aceh's fuel oil,positive
1092,wheel economic rotation spin even faster fuel adjustment subsidy government provides assistance underprivileged small medium enterprise Bangka Belitung Islands,negative
484,direct fuel oil cash assistance government's effort help lower class people Jambi receive direct cash assistance,positive
1452,extraordinary distribution direct oil fuel cash assistance almost immediately felt benefit fuel oil cash direct assistance right solution government bengkulu kpm welcomed fuel oil cash direct assistance,positive
915,"actually government's policy plan regulate subsidy target correct, please make sure indeed program running, subsidized fuel oil right target people really deserve",positive
683,The government able maintain economy amid adjustment Papua's fuel price,positive
20,effective since october aim meet need community end year government increase best pertamina subsidized fuel oil quota,positive
242,"let's wise, benefit direct cash assistance government direct cash assistance one compensation adjusting price fuel oil East Kalimantan",positive
50,government chose path justice defeating fuel subsidy become blt TNI army's long live,positive
162,government reportedly ready increase quota pertalire type fuel oil subsidized diesel fuel meet people's need end year,positive
441,"Bangka Belitung Islands, government directly involved distributing direct fuel cash assistance. The people happy direct fuel oil cash assistance",positive
731,The government provides compensation Social Security Administration Special Region Yogyakarta price Yogyakarta fuel oil,positive
962,resident enthusiastically welcomed provision direct fuel oil cash assistance Central Java government,positive
953,"President Jokowi said many million people received direct cash assistance fuel oil, people Papua received supported direct cash assistance government",positive
1078,Adjusting price fuel oil ease burden state budget right step Banten government,positive
822,distribution direct fuel oil cash assistance help people East Nusa Tenggara. This proof government's protection community,positive
301,I grateful ojek driver Bia Numfor Regency receive direct cash assistance fuel oil local government,positive
1129,"If Vivo allowed sell Revvo fixed price liters, government would longer need shout glontorin, subsidy subsidy Pertalite would significantly reduced, fix it. The policy increase price fuel oil people's subsidy help Pertamina bankruptcy",positive
172,government provide assistance community compensation regarding impact increase fuel reason government provide direct assistance cash people cannot afford assistance wage subsidy worker etc.,positive
707,distribution direct cash assistance BSU proof government's concern protecting vulnerable community amid adjustment West Java fuel price,negative
658,All economist agree fuel-oil social bearing policy form government's alignment people struggling Maluku,positive
1090,government able maintain economy amidst adjustment fuel price,positive
284,"Exactly month ago, government made adjustment price subsidized fuel oil. This government policy apparently raised inflation rate. Read",positive
1074,update aceh government able keep economy stable amid adjustment fuel price,positive
1305,"The government provides direct fuel oil cash assistance poor people Ternate, North Maluku",negative
1490,Adjusting price fuel oil great step thought government people Banten,positive
907,government continues accelerate distribution fuel oil cash direct assistance reached,positive
1234,government carefully studied adjustment fuel price,negative
961,Bangka Belitung Islands The price adjustment fuel oil correct. We proud government,positive
668,price subsidized fuel oil currently still far economic price government definitely always think impact current price fuel oil even though price pertalite still cheapest compared others,positive
1390,Commission VII DPR advises government change method energy subsidy Commission VI observes people misunderstood meaning increase fuel price deputy chairman Commission VII DPR Maman Abdurrahman emphasized revocation subsidy narrated several group far,positive
788,"government's policy adjusting fuel price appropriate order maintain Indonesia's economic stability, supporting adjustment fuel price North Sumatra",positive
210,"support revision presidential regulation subsidized fuel oil right target. In addition, BPH Oil Gas also increase supervision distribution subsidized fuel oil strengthening regional government best Pertamina law enforcer extraordinary Pertamina services.",positive
344,"government raised price fuel, value current realistic step",positive
306,bit farther away buy fuel oil okay help government reduce fuel subsidy even old car,positive
217,update aceh government thought carefully adjusting price fuel oil,negative
1476,Riau Archipelago appreciates government's right step adjusting price fuel oil,positive
289,government increased quota subsidized fuel oil pertalite diesel fuel type early october naruto black panther army heart people nasdem ajeng fandom hug ade armando,negative
378,trend world crude oil price shrinking PKS urged government reduce price subsidized fuel oil,negative
167,Banten Regional Police Chief Inspector General Pol Prof. Dr. Rudy Heriyanto together PJU Banten Regional Police follow Vicon led Deputy Chief Police regarding government's plan transfer fuel subsidy Vicon room Tuesday,positive
421,thank government direct cash assistance fuel oil protect lighten burden low-income citizen East Nusa Tenggara,positive
225,direct fuel oil cash assistance government's solution helping low-income community affected adjustment East Nusa Tenggara's fuel price,positive
616,"lose subsidies, good idea lighten government's burden subsidize buying fuel oil private gas station",positive
12,regional government Bengkulu support central government's policy overcoming impact rising fuel price direct cash assistance BSU,positive
522,All regional government apparatus oversee distribution direct fuel oil cash assistance right target Bangka Belitung Islands,positive
1161,government precise strategy ensure direct fuel oil cash assistance right target,positive
68,"The transfer fuel subsidy government's effort common good, especially people Central Java Purwokerto, Central Java, Indonesia",positive
90,The community grateful government's policy distributing direct fuel oil cash assistance support distribution North Sumatra cash direct assistance,positive
1145,government provides direct cash assistance fuel oil underprivileged resident Maluku ready guard,positive
380,world crude oil fell pks time government lower price subsidized fuel oil,negative
857,"I've heard regulation targeted subsidy carried government supervised Pertamina due fact subsidized fuel oil enjoyed people afford it, believe me, try reading news.",positive
745,government provide compensation due adjustment price fuel oil North Sumatra,negative
372,support direct cash assistance assistance special regional government yogyakarta direct cash assistance yogyakarta fuel oil,positive
258,"thank God, finally government distributed direct fuel oil cash assistance region Indonesia, support distribution direct cash assistance, North Sumatra",positive
1279,community received experienced benefit direct fuel oil cash assistance Gorontalo government,positive
1049,thank direct fuel oil cash assistance given government people Bangka Belitung Islands,positive
304,danger people preoccupied increasing fuel oil sambo silent jokowi presidential decree restoring pki government ground human right based presidential decree no. year apologize pki right communism restored,positive
1348,support government continue evaluating plan adjust fuel price economy improves subsidy right target North Sumatra,positive
1170,"Maman Abdurahman see people misunderstand increase subsidized fuel prices, therefore government must immediately make policy subsidized fuel oil right target.",positive
410,distribution direct cash assistance evidence government protecting vulnerable community amid adjustment price fuel oil South Sumatra,negative
1479,"distribution fuel oil direct cash assistance almost complete, thanks government North Sumatra",positive
905,The government's policy right adjust Papua's fuel price,positive
42,"Fuel subsidy burden State Budget, adjusting fuel price right step West Sumatra government",positive
208,The government's policy diverting fuel subsidy budget social assistance poor appropriate. Social assistance expected maintain people's purchasing power,positive
532,direct fuel oil cash assistance government's solution maintaining purchasing power people Jambi,positive
1173,"social assistance Pertamina, West Sumatra, Hiswana Oil Gas Payakumbuh Police people affected adjustment subsidized fuel oil government Payakumbuh Police",positive
490,adjusting price fuel oil government's effort keep state budget healthy,positive
596,Adjusting price fuel oil right step government avoiding Jambi state budget crisis,positive
74,fuel oil direct cash assistance right solution government divert fuel subsidy targeted south sulawesi,positive
515,"right government apply adjustment price fuel oil use budget right target, people Ambon city provoked atmosphere problem adjusting fuel",positive
285,trend world crude oil price shrinking PKS urged government reduce price subsidized fuel oil economy,negative
1230,The government's step right adjusting West Kalimantan fuel price,positive
858,success government distributing direct fuel oil cash assistance,positive
71,"Anticipating fluctuation world crude oil prices, Indonesian government considered appropriate adjusts price fuel oil, maintain purchasing power people West Papua, received bltbbm",negative
561,"In midst rising fuel prices, government helping community distributing direct fuel cash assistance smart solution East Nusa Tenggara",positive
179,government continues accelerate distribution fuel oil cash assistance community. This social assistance aim ease economic burden maintain purchasing power vulnerable poor household result rising fuel price,negative
994,The adjustment price fuel oil without reason government thoroughly studied Wonderful Bengkulu,positive
1412,"true adjustment price fuel oil, follow government",positive
493,government accelerates distribution fuel oil cash direct assistance public,positive
116,Fuel subsidy burden state budget. Adjusting fuel price right step Aceh government,positive
293,people need pertalite diesel fuel expensive fuel lowered cleverly government shameless,negative
76,"The people Medan, North Aumatera, support increase fuel prices. They believe government policy build advanced Indonesia",positive
48,"The government currently distributing direct fuel oil cash assistance community, especially lower middle class West Kalimantan",positive
936,government able maintain economy amidst adjustment price Central Java's fuel oil,positive
775,government protects community distributing direct fuel cash assistance people Indonesia support social assistance direct fuel oil cash assistance right target West Sumatra,positive
772,government policy appropriate adjust price West Sumatran fuel oil,positive
1248,East Nusa Tenggara support government providing direct fuel oil cash assistance welfare poor,negative
1137,Adjusting price fuel oil best way support government,positive
913,"To deal rising fuel prices, government providing direct cash assistance, much fuel, please pay attention",positive
332,Jambi resident also support government's policy direct fuel oil cash assistance effectively help maintain people's purchasing power,positive
576,Jokowi government accelerates distribution direct fuel oil cash assistance people Jambi,positive
622,ministry finance disburse direct cash assistance phase ii fuel oil cash assistance starting november director general budget ministry finance isa rachmatarwata said direct fuel oil cash assistance provided government amount rp. thousand per,positive
564,The price fuel oil Indonesia cheap. The government's policy improve economy sake targeted subsidy North Sumatra,positive
875,"government distributed direct cash assistance overcome impact increase fuel prices, Batam City Government, Riau Archipelago Province, noted family",positive
1225,"true government policy carried without calculation, including policy adjusting price fuel oil Jambi news",positive
1031,direct fuel oil cash assistance people South Sumatra appreciated government,positive
409,distribution direct fuel oil cash assistance evidence government's concern le fortunate,positive
636,government's policy adjust price fuel oil appropriate,positive
1496,"student North Sumatra, sure fully support government's policy adjusting fuel prices, must also support it, course, want provoked",positive
1482,direct fuel oil cash assistance beneficial people North Sumatra. We support government policy,positive
1349,"evaluation adjustment price subsidized fuel oil carried resilience state budget remains safe, government's policy right North Sumatra",positive
288,addition subsidized fuel oil quota pertalite diesel type aim cover potential scarcity fuel oil due surge consumption end year,negative
1331,"Bangka Belitung Islands, government distributed direct fuel oil cash assistance poor people",negative
814,"adjustment price fuel oil, government provide compensation Social Security Agency greeting Aceh",positive
630,"first price lowered pertalite dexlite remained perched thousand rupiah liter position, fun holang, rich, middle lower class, getting difficult, great, what's government trying do?",positive
524,The government make easy get subsidized fuel oil,positive
157,Recipients direct fuel oil cash assistance happy PT Pos delivers assistance home PT Pos Indonesia received mandate government distribute direct cash assistance lieu fuel blt fuel subsidy KPM beneficiary family throughout Indonesia,positive
337,government provide compensation adjusting price fuel oil Papua's social protection support,positive
1424,support came people East Nusa Tenggara regarding government's policy channeling direct fuel oil cash assistance right target,positive
496,The Jokowi government speeding distribution direct fuel oil cash assistance people Central Java,positive
46,subsidy burden state budget adjusting price fuel oil right step government Maluku one feel,positive
747,government ensures direct fuel oil cash assistance right target,positive
135,number Merauke resident receiving direct cash assistance fuel oil much KPM Sulawesi supporting government policy,positive
753,government's concern community seen direct cash assistance fuel oil Bangka Belitung Islands,positive
462,"Teluk Wondama Regency Government, West Papua, allocated budget IDR billion APBD change social protection spending order deal regional inflation adjusting subsidized fuel price",positive
1274,people use public transportation price fuel oil adjusted government let's understand subsidy better diverted people can't afford help support adjustment fuel price,positive
914,"reason government diverting subsidy important sector right target, else it, rising prices, distribution cost go too, everyone go up, everyone get affected, yeah, I think better subsidize fuel oil",positive
1411,"In past, many criticized government increasing fuel oil middle night, thank God. Finally, government improved, least increase fuel oil midnight increase noon.",negative
937,"government must make adjustment price fuel oil order contain inflation, quite large cost impact, Central Java spoken",positive
439,"Bangka Belitung Islands, government immediately handed direct cash assistance fuel, thank Pak Jokowi",positive
177,fuel oil direct cash assistance one government's effort make fuel subsidy right target,positive
570,government continue adjust price fuel oil long term,negative
1218,The government's move right made adjustment price fuel oil avoid crisis West Kalimantan state budget,positive
424,distribution direct cash assistance proof government protecting vulnerable community midst adjusting West Java fuel price,negative
325,crude oil fell sharply member parliament government lowered price fuel oil,negative
643,information kito people Jambi distribution direct cash assistance evidence government protecting vulnerable community amid adjustment fuel price,negative
664,direct fuel oil cash assistance carried government help poor people Jambi,negative
350,government started distribute direct fuel oil cash assistance people Jambi full support,positive
447,The fuel price adjustment policy form government's effort help poor people Bangka Belitung Islands,negative
995,"I realized turn government's goal increase price Pertamina's fuel oil private gas station busier business competition fair. In fact, BP Vivo Shell busier usual, thank strategy benefit parties, except buyer, course.",positive
17,adjustment price fuel oil really help community right decision government uphold justice Balinese youth unite fully support adjustment fuel price,positive
900,"distribution fuel oil direct cash assistance reached percent. In addition fuel oil direct cash assistance, government also continues accelerate distribution BSU",positive
1105,"price subsidized fuel oil right, need adjust government policies, right, North Sumatra",positive
1091,government able maintain economy amid adjustment Jambi fuel price,positive
1477,The people Kalimantan appreciating government's move adjust price fuel oil right target,positive
1070,people believe government maintain rotation people's economic road adjusting price fuel oil South Sumatra,positive
1026,The people East Nusa Tenggara fully support government's step maintain economic stability adjusting fuel price,positive
1404,distribution fuel oil direct cash assistance result adjustment price fuel oil subsidy transferred government's West Kalimantan social assistance,positive
345,fuel oil direct cash assistance evidence government's partiality people Jambi receiving direct cash assistance,positive
475,As many resident North Lampung district received basic food package result government's adjustment fuel price,positive
313,This proof government care community. Direct fuel oil cash assistance provides good benefit,positive
754,East Nusa Tenggara want government continue oversee distribution direct fuel oil cash assistance right target,positive
138,"distribution fuel oil direct cash assistance experienced significant improvement, Sulawesi currently supporting government policy",positive
451,distribution direct cash assistance evidence government protecting vulnerable Balinese community amidst adjustment fuel price,negative
170,yesterday october compact manner private fuel oil operator shell vivo bp pertamina lowered fuel price government lower price subsidized fuel oil right full,positive
699,aceh news direct fuel oil cash assistance proof government's concern community midst adjusting price fuel oil,positive
1503,"rich enjoy fuel subsidy make fuel scarce, therefore fuel subsidy budget adjusted government reach le affluent people East Kalimantan",positive
133,President Jokowi said distribution direct cash assistance fuel oil reached Sulawesi supporting government policy,positive
813,indeed right time government make adjustment fuel price far target burdened west papua state budget october,positive
1277,East Nusa Tenggara strongly support distribution direct fuel oil cash assistance carried government,positive
1369,government give warning stop production bomil bbm indra herlambang jeno starry night renjun raisa jisung sehun hot sauce ferdy sambo riot,positive
830,"thank you, government belief belief adjustment fuel price positive impact people Gorontalo",positive
78,"Hooray, government accelerates distribution fuel oil direct cash assistance help people Jambi",positive
950,"distribution direct fuel oil cash assistance, almost percent people West Papua support government policy",positive
1180,The transfer fuel subsidy direct cash assistance proof government's concern protecting vulnerable group,negative
346,provision direct fuel oil cash assistance policy taken government adjustment price fuel oil quite appreciated community,positive
396,"Bangka Belitung Islands, many rich people abuse fuel subsidy subsidy assistance effective, government made right adjustment fuel price",positive
1236,"appropriate government divert fuel subsidy fund direct cash assistance fuel Central Kalimantan, Central Kalimantan, support adjustment fuel prices, appropriate policy",positive
389,"distribution direct cash assistance evidence government protecting community amidst adjustment price fuel oil, people Sulawesi supporting direct fuel oil cash assistance policy",positive
385,"distribution direct fuel oil cash assistance directly president solution government overcoming impact adjusting fuel price Bengkulu, Camkoha",positive
895,"government continue boost distribution direct fuel cash assistance people's purchasing power maintained, especially low-income people",positive
1027,Berita Aceh The government distribute direct fuel oil cash assistance several category people,positive
119,"fuel subsidy burden state budget, adjusting fuel price right step, government people Sulawesi supporting policy adjusting fuel price",positive
1330,"Bangka Belitung Islands helpful adjusting fuel oil, correct direct cash assistance fuel oil, people proud government",positive
1151,anon account I still college also seemed still college government raised fuel price busy tweeting encouraging colleague demonstrating trashing government maybe repented tweeting ineffectiveness fuel subsidy,positive
229,immediately disburse direct fuel oil cash assistance stage proof government's commitment taking care buying le fortunate people Bangka Belitung Islands,positive
1278,government provides direct fuel oil cash assistance underprivileged resident West Nusa Tenggara,positive
21,"icp Indonesia's crude oil price fallen assumption 2018 state budget, subsidized fuel oil go down, Pak Jokowi",negative
1196,"Surprised Thursday, Bhayangkara shared number package cleaning staff Ngawi assist government social protection program dealing impact inflation fuel price hike",positive
766,"Come on, let's support government's adjustment fuel oil common good West Java",positive
392,"Bangka Belitung Islands, I Malay, I proud government issuing subsidy fuel oil direct cash assistance",positive
250,government's policy channeling direct fuel oil cash assistance greatly helped community's economy support distribution direct cash assistance North Sumatra,positive
243,"right decision, government policy right adjust price subsidized fuel oil, sake distributing subsidy right target, chatter North Sumatran resident",positive
1211,still many middle upper class people enjoy fuel subsidy government's policy good lower class people enjoy subsidized fuel oil West Kalimantan,positive
35,government increased quota pertalite fuel oil subsidized diesel effect since October meet people's need end year aremania telkomsel nasdrun tni nasdem sincerely prioritizes people,positive
593,government accelerates distribution direct fuel oil cash assistance people West Sumatra,positive
671,All economist agree fuel oil social bearing policy form government's support people Jambi,positive
507,Jokowi's government accelerates distribution direct fuel oil cash assistance Kitong community Papua support direct cash assistance,positive
1401,zulfikar hamonangan yesterday's increase fuel oil government late ahy hope millennial change rise together,negative
1485,government distributes direct fuel oil cash assistance government's commitment realize use subsidy right target support distribution direct cash assistance north sumatra,positive
1127,thank asn magelang city government guarding city's air preventing climate disaster cycling environmentally friendly mode transportation time following recommendation mayor Magelang cycle reduce dependence fossil fuel,positive
1034,support distribution direct cash assistance fuel oil South Sumatra government appreciation,positive
1223,government distributed direct fuel oil cash assistance poor Acehnese,negative
109,Fuel subsidy burden state budget. The adjustment fuel price right step East Kalimantan government,positive
1018,"government able maintain economy amidst adjustment price fuel oil, said Central Java",positive
379,government directly distributes fuel oil cash assistance people West Kalimantan,positive
869,Inflation control community social protection overcome impact rising fuel price economic sector continue rolled East Java Provincial Government total budget IDR billion,positive
614,"In past, many criticized government increasing fuel oil middle night, longer government, increased day, thanks government PDI, thanks you, life full struggle.",positive
988,"distribution direct subsidized fuel oil cash assistance cool, almost extraordinary.",positive
604,government accelerated distribution direct fuel oil cash assistance public,positive
1038,fuel oil direct cash assistance help people South Sumatra government appreciation,positive
1005,The people Banten support government diverting fuel subsidy right target fuel subsidy prioritized le fortunate,positive
627,BSU distributed government worker also experienced layoff order maintain people's purchasing power result adjustment fuel subsidy,positive
796,"The government ensures second phase direct cash assistance fuel oil liquid starting November, Bali",positive
902,"Simultaneous social service activity Central Java Police impact increase government subsidized fuel oil carried Central Java Regional Police Ditpolairud follows: Friday, September, WIT",positive
660,Targeted fuel oil subsidy currently focus government. Closed direct subsidy considered various party best solution subsidized fuel oil distributed precisely le fortunate.,positive
582,government accelerates distribution direct fuel oil cash assistance,positive
1017,East Nusa Tenggara government policy related adjusting price fuel oil good benefit people Indonesia,positive
723,government provide compensation people Sulawesi supporting fuel price adjustment policy,positive
171,"Thank you, government provided direct cash assistance, fuel oil, direct cash assistance, helping Lampung resident",positive
677,The government made adjustment price fuel oil contain inflation. This policy right target West Sumatra,positive
238,"In anticipation global crisis, government Great Banten made adjustment fuel price",positive
700,"The government made adjustment price fuel oil contain inflation special region Yogyakarta, price fuel oil Yogyakarta",positive
1100,government accelerates distribution fuel oil cash direct assistance people Bali,positive
1059,government able maintain economy amidst adjustment price Central Java fuel oil,positive
1265,government provides direct fuel oil cash assistance right target people Indonesia support social assistance direct fuel oil cash assistance right target West Sumatra,positive
856,"government done unfairly fuel oil prioritized result mining go pocket official power businessmen loss burdened people, mouthpiece come from?",negative
709,evidence government protecting vulnerable community midst adjusting price Jambi fuel oil,negative
1478,"Thank you, government direct cash assistance, BSU fuel oil, distribution stage IDR Jambi",positive
321,"Baim policed ​​for pranking police, police feel bullied people pranked government, lowker pranks, know foreigners, fuel oil prank go end year, know, go much",positive
120,government diverted fuel subsidy aid targeted Steady Banten,positive
1338,"East Nusa Tenggara, must proud government's strategy adjusting price fuel oil set Indonesia",positive
155,"government diverted fuel subsidy targeted assistance, government's commitment use subsidies, people's money, must target, subsidy must benefit le fortunate",positive
1281,behind adjustment fuel price strong commitment government organize Jambi subsidy post,positive
624,ministry finance disburse phase ii fuel oil blt cash assistance starting november director general budget ministry finance isa rachmatarwata said fuel oil direct cash assistance provided government amount rp. thousand per month,positive
125,community movement care love motherland support government adjusting price fuel oil Jambi,positive
1011,"The government diverting fuel subsidy budget continue structural transformation agenda economy. The government great able maintain economy amid pandemo, Bengkulu, Camkoha",positive
848,"subsidy given precisely targeted, government diverts fuel subsidy",positive
780,Instead subsidizing fuel oil form government prioritizing poor Bali,negative
605,people west papua support government accelerating distribution direct fuel oil cash assistance community,positive
1488,government distributes fuel oil direct cash assistance use subsidy targeted reach le fortunate support distribution North Sumatra cash direct assistance,positive
1247,government accelerates distribution direct fuel oil cash assistance people Jambi news,positive
415,distribution direct cash assistance evidence government protecting vulnerable community amidst adjustment fuel price East Nusa Tenggara,negative
100,Bangka Belitung Islands The right policy government adjust price fuel oil,positive
741,government ensures distribution direct fuel oil BSU cash assistance right target help vulnerable people Jambi,negative
334,fuel subsidy burden state budget adjusting fuel price right step government killed Bisma Baim Surya Paloh TNI army heart people PDIP Persebaya,positive
1233,government pay attention common people determining policy adjusting fuel price,negative
834,"price go up, bad quality rotten current government, increasing fuel oil already bothering people, quality fuel also sadly low",negative
833,burdened government take wise step adjusting Aceh's voice fuel,positive
1388,"bang igun expressed opinion entitled fuel subsidy user wheels, big motorbikes, course, public transportation ojol, yes, clear, Mr. Eco mean subsidy method government may need changed",negative
939,"nearly million people received direct fuel oil cash assistance government, amount le reached target, wage subsidy assistance reached",positive
1315,government provides direct fuel oil cash assistance poor people,negative
1410,"During time Sby fierce rejecting increase fuel price Jokowi era, PDIP understands government hard time",negative
1088,The government must make adjustment price fuel oil order contain inflation far greater cost impact West Java,positive
1381,"let's reduce government's burden buying fuel oil private gas stations, government happy, subsidy reduced",positive
640,"volume demonstration demanding reduction price fuel, finally government complied people's demand according price first fuel oil vangkeeeee",positive
104,government made adjustment price fuel oil order realize use subsidy right target support adjustment price fuel oil North Sumatra,positive
815,"The government increase prices, increase income resident well, private sector mostly pay percent age, want salary average employee. Needs expensive, effect fuel oil income fixed, that's",negative
998,"people East Nusa Tenggara greatly assisted direct cash assistance government, fuel oil, evenly distributed helping le fortunate",positive
1415,"Is true government can't use anymore, conscience, please lower price fuel oil again, I'm sorry, big sister",negative
460,government officially increased pertalite quota much million solar million year,positive
1046,government able maintain economy amid adjustment fuel price,positive
585,"adjusting price fuel subsidy North Sumatra realize principle justice, let subsidy poor benefit rich, government transfer subsidy budget social assistance, let's support",positive
1062,Direct cash assistance solution taken government amidst Gorontalo fuel price adjustment policy,positive
1075,government provides direct fuel oil cash assistance poor citizen North Maluku,negative
497,direct cash assistance solution adjustment fuel price Banten government,positive
702,government's policy towards direct cash assistance Jambi fuel oil steady,positive
375,provision direct fuel oil cash assistance government effective helping people West Kalimantan,positive
975,"Jambi fully support government's policy strengthen Indonesian economy, distribution direct fuel oil cash assistance effective fast",positive
1471,The government distributes direct fuel oil cash assistance throughout Indonesia West Papua received bltbbm,positive
404,distribution direct fuel oil cash assistance proof government protects community,positive
419,let's support adjustment fuel price right step government,positive
1228,government adjusts price fuel common good Central Java speaks,positive
173,It seems like government can't make citizen suzaaah price fuel oil go resident move take public transportation eh Transjakarta regulation complicated KRL,negative
690,distribution direct cash assistance evidence government protecting vulnerable community amid adjustment price West Nusa Tenggara fuel oil,negative
827,adjustment fuel price government carefully planned able help people Indonesia,positive
428,Adjusting price fuel oil right step West Nusa Tenggara Youth Association government welfare Indonesia,positive
1114,government make sure keep economy midst adjusting price Jambi fuel oil,positive
1299,"Regarding government's policy adjusting price subsidized fuel, support it. Besides, government also distributed direct fuel oil cash assistance, definitely right target, sure help people West Papua.",positive
718,government continues maintain aceh's economy supporting fuel price adjustment,positive
282,This fuel price adjustment step taken government justice poor,negative
1126,Mr. Nuwunsewu Niki Kulo Ngonangi official car type Innova refueling oil type Pertalite ten Sirandu Gas Station Pemalang Dinten Friday September WIT clearly accordance government's wisdom,positive
1142,"From on, I'm trying help government, even small thing, government subsidize it. There many option Vivo, BP Mobile.",positive
635,Beneficiary family use fuel cash direct assistance meet daily needs.,positive
738,"increase fuel oil still amount borne government, rest diverted social assistance Pancasila BLT",positive
499,continue support government policy related adjusting fuel price welfare small community Maluku,negative
691,All economist agree policy supporting social fuel oil form government's support people Central Java,positive
0,"fuel-to-electricity revolution successful, government obliged monitor supply electricity receipt electricity market become over-supply purwono",positive
926,fuel oil increase government provides various social assistance,positive
1188,"people use foreign gasoline help ease government's burden, make easier even make project profitable. My advice better Indonesian people use subsidized fuel oil burden even heavier, regime anathema",positive
1192,government accelerated distribution direct fuel oil cash assistance people Jambi,positive
327,"Jambi resident also support government's policy diverting fuel subsidy direct cash assistance, highly appreciated community",positive
102,"We fully support government's policy increasing price fuel, people Sulawesi supporting policy adjusting fuel price",positive
213,support government channeling fuel oil direct cash assistance fund,positive
852,The stability food price increase fuel price cannot separated government's effort control inflation central regional levels. This good information,positive
246,The government made adjustment fuel oil rich limit use subsidy le fortunate Bangka Belitung Islands,positive
1484,thanks special regional government yogyakarta direct cash assistance yogyakarta fuel oil,positive
1217,The government ensures distribution direct fuel oil cash assistance right target. Bengkulu received direct fuel oil cash assistance,positive
1359,"The people East Nusa Tenggara must know reason adjust fuel prices, that's common good also burden state budget best government policy adjusting fuel prices.",positive
1136,"better live trash live trash, need capital business, said, direct assistance cash BBM PKH social assistance Ministry Social Affairs, never felt government's program is, live bollards, thank God, thank",positive
1264,"Thank God, million people received direct cash assistance fuel oil West Java government",positive
365,"Is true majority respondent satisfied government's assistance program rich, yesterday's direct fuel oil cash assistance really helped Pak Jokowi's performance increase",positive
248,"clear adjustment fuel price must carefully thought impossible government issue policy arbitrarily, therefore, friends, let's aware, must support government",negative
736,great thanks Jambi government supporting adjustment fuel oil,positive
26,"The distribution direct cash assistance fuel oil form government concern economy underprivileged people Jambi, support Indonesia",positive
836,ministry finance said transfer fuel subsidy maintain purchasing power poor people Sulawesi supporting government policy,negative
1363,government strait hulu kelurahan followed residents' complaint receiving direct fuel oil cash assistance,negative
680,The fuel oil social bearing policy form government's alignment people North Sumatra,positive
1159,democrat ask government wiser making policy right people hard time due rising fuel price ahy firm leader xk,negative
3,"many like even hate government, BLT social assistance, pre-employment assistance, fuel assistance queued front, many like that.",positive
134,"direct cash assistance overcome difficulty faced community adjusting price fuel oil, Sulawesi supporting government policy",positive
837,government able maintain economy amid adjustment price Sulawesi's fuel oil supporting government policy,positive
355,"The policy direct fuel oil cash assistance appreciated people, even though increase fuel prices, government also remain silent continues provide assistance. This one reason presidential government made Jokowi's performance satisfaction level rise.",positive
292,potential increased consumption fuel oil government increase quota pertalite diesel Indonesia lazlive rain ralvi voucher fifa fandom hug genuinely prioritizes people army heart people,positive
698,"With price adjustment fuel oil, government continue protect people, Mr Joko, special region Yogyakarta, price fuel oil Yogyakarta",positive
1048,"decision adjust price fuel oil must taken government order contain inflation, right policy government, good, yes, Banten",positive
1285,fuel oil direct cash assistance proof government continues prioritize welfare people East Nusa Tenggara,positive
369,"Together, support government's program adjust price fuel Special Region Yogyakarta, price fuel Yogyakarta",positive
1242,"friend BUMN increase people's purchasing power, government diverts fuel subsidy social assistance fund way, distribution subsidy targeted received directly",positive
226,adjusting price fuel oil government's effort subsidy targeted le fortunate people.,positive
339,government able maintain economy amidst price adjustment fuel oil Jambi,positive
1295,government's policy increasing price fuel oil sake creating welfare Indonesian people Maluku advanced,positive
603,government's policy diverting fuel subsidy direct cash assistance really really helped people's economy,positive
454,government made adjustment fuel price divert subsidy useful sector Gorontalo,positive
63,distribution direct fuel oil cash assistance government's concern economy le fortunate Banten,positive
990,"government must make adjustment price fuel oil order contain inflation, much greater cost impact, special region yogyakarta, price fuel oil, yogyakarta",positive
237,"All Papuan youth support government's cool fuel price adjustment, Banten's right policy",positive
650,"According circles, government's decision adjust price fuel oil right price world crude oil continues fluctuate",negative
112,Adjusting price fuel oil right step North Maluku government,positive
1481,"The government targeting road test mixing bio-fuel diesel-type fuel oil big currently underway completed end year, sincerely prioritizing people.",positive
